day,unit_id,plant_name,base_revenue,strat_revenue,delta_revenue,base_clear_periods,strat_clear_periods,base_price,strat_price
20260319,Thermal_29,G20,21.10527240000002,30.862492949999833,9.757220549999815,15,79,249.34,229.3928
20260319,Thermal_30,G20,21.10527240000002,30.862492949999833,9.757220549999815,15,79,249.34,229.3928
20260319,Thermal_31,G20,21.10527240000002,30.862492949999833,9.757220549999815,15,79,249.34,229.3928
20260319,Thermal_32,G20,21.10527240000002,30.862492949999833,9.757220549999815,15,79,249.34,229.3928
20260320,Thermal_29,G20,12.399963794999948,13.996840229999961,1.5968764350000129,43,67,249.34,229.3928
20260320,Thermal_30,G20,12.399963794999948,13.996840229999961,1.5968764350000129,43,67,249.34,229.3928
20260320,Thermal_31,G20,12.399963794999948,13.996840229999961,1.5968764350000129,43,67,249.34,229.3928
20260320,Thermal_32,G20,12.399963794999948,13.996840229999961,1.5968764350000129,43,67,249.34,229.3928
20260321,Thermal_29,G20,-9.608767646052677,-6.658787816052708,2.949979829999968,31,62,249.34,229.3928
20260321,Thermal_30,G20,-9.608767646052677,-6.658787816052708,2.949979829999968,31,62,249.34,229.3928
20260321,Thermal_31,G20,-9.608767646052677,-6.658787816052708,2.949979829999968,31,62,249.34,229.3928
20260321,Thermal_32,G20,-9.608767646052677,-6.658787816052708,2.949979829999968,31,62,249.34,229.3928
20260322,Thermal_29,G20,36.48392224342096,36.77867708842098,0.29475484500001414,63,84,249.34,229.3928
20260322,Thermal_30,G20,36.48392224342096,36.77867708842098,0.29475484500001414,63,84,249.34,229.3928
20260322,Thermal_31,G20,36.48392224342096,36.77867708842098,0.29475484500001414,63,84,249.34,229.3928
20260322,Thermal_32,G20,36.48392224342096,36.77867708842098,0.29475484500001414,63,84,249.34,229.3928
20260323,Thermal_29,G20,113.68870963263149,118.70884783263119,5.020138199999707,56,94,249.34,229.3928
20260323,Thermal_30,G20,113.68870963263149,118.70884783263119,5.020138199999707,56,94,249.34,229.3928
20260323,Thermal_31,G20,113.68870963263149,118.70884783263119,5.020138199999707,56,94,249.34,229.3928
20260323,Thermal_32,G20,113.68870963263149,118.70884783263119,5.020138199999707,56,94,249.34,229.3928
20260324,Thermal_29,G20,205.53228375710506,204.3600616571051,-1.1722220999999706,93,96,249.34,229.3928
20260324,Thermal_30,G20,205.53228375710506,204.3600616571051,-1.1722220999999706,93,96,249.34,229.3928
20260324,Thermal_31,G20,205.53228375710506,204.3600616571051,-1.1722220999999706,93,96,249.34,229.3928
20260324,Thermal_32,G20,205.53228375710506,204.3600616571051,-1.1722220999999706,93,96,249.34,229.3928
20260325,Thermal_29,G20,20.437124407894643,22.47421806789464,2.0370936599999965,50,80,249.34,229.3928
20260325,Thermal_30,G20,20.437124407894643,22.47421806789464,2.0370936599999965,50,80,249.34,229.3928
20260325,Thermal_31,G20,20.437124407894643,22.47421806789464,2.0370936599999965,50,80,249.34,229.3928
20260325,Thermal_32,G20,20.437124407894643,22.47421806789464,2.0370936599999965,50,80,249.34,229.3928
20260326,Thermal_29,G20,-1.829220858157953,-0.007857783157945164,1.8213630750000078,37,62,249.34,229.3928
20260326,Thermal_30,G20,-1.829220858157953,-0.007857783157945164,1.8213630750000078,37,62,249.34,229.3928
20260326,Thermal_31,G20,-1.829220858157953,-0.007857783157945164,1.8213630750000078,37,62,249.34,229.3928
20260326,Thermal_32,G20,-1.829220858157953,-0.007857783157945164,1.8213630750000078,37,62,249.34,229.3928
20260327,Thermal_29,G20,44.55625474499993,47.7915828899998,3.235328144999869,56,92,249.34,229.3928
20260327,Thermal_30,G20,44.55625474499993,47.7915828899998,3.235328144999869,56,92,249.34,229.3928
20260327,Thermal_31,G20,44.55625474499993,47.7915828899998,3.235328144999869,56,92,249.34,229.3928
20260327,Thermal_32,G20,44.55625474499993,47.7915828899998,3.235328144999869,56,92,249.34,229.3928
20260328,Thermal_29,G20,26.7435013231578,27.86167666815774,1.1181753449999405,61,88,249.34,229.3928
20260328,Thermal_30,G20,26.7435013231578,27.86167666815774,1.1181753449999405,61,88,249.34,229.3928
20260328,Thermal_31,G20,26.7435013231578,27.86167666815774,1.1181753449999405,61,88,249.34,229.3928
20260328,Thermal_32,G20,26.7435013231578,27.86167666815774,1.1181753449999405,61,88,249.34,229.3928
20260329,Thermal_29,G20,87.30686088394724,88.30024719394704,0.9933863099998064,65,85,249.34,229.3928
20260329,Thermal_30,G20,87.30686088394724,88.30024719394704,0.9933863099998064,65,85,249.34,229.3928
20260329,Thermal_31,G20,87.30686088394724,88.30024719394704,0.9933863099998064,65,85,249.34,229.3928
20260329,Thermal_32,G20,87.30686088394724,88.30024719394704,0.9933863099998064,65,85,249.34,229.3928
20260330,Thermal_29,G20,80.78923872947362,83.54742251447323,2.758183784999602,64,96,249.34,229.3928
20260330,Thermal_30,G20,80.78923872947362,83.54742251447323,2.758183784999602,64,96,249.34,229.3928
20260330,Thermal_31,G20,80.78923872947362,83.54742251447323,2.758183784999602,64,96,249.34,229.3928
20260330,Thermal_32,G20,80.78923872947362,83.54742251447323,2.758183784999602,64,96,249.34,229.3928
20260331,Thermal_29,G20,114.69577576263146,118.91982517263128,4.224049409999822,61,96,249.34,229.3928
20260331,Thermal_30,G20,114.69577576263146,118.91982517263128,4.224049409999822,61,96,249.34,229.3928
20260331,Thermal_31,G20,114.69577576263146,118.91982517263128,4.224049409999822,61,96,249.34,229.3928
20260331,Thermal_32,G20,114.69577576263146,118.91982517263128,4.224049409999822,61,96,249.34,229.3928
20260401,Thermal_29,G20,56.79699021552629,60.3649683355261,3.5679781199998075,43,74,249.34,229.3928
20260401,Thermal_30,G20,56.79699021552629,60.3649683355261,3.5679781199998075,43,74,249.34,229.3928
20260401,Thermal_31,G20,56.79699021552629,60.3649683355261,3.5679781199998075,43,74,249.34,229.3928
20260401,Thermal_32,G20,56.79699021552629,60.3649683355261,3.5679781199998075,43,74,249.34,229.3928
