plant_name,base_net_rev,strat_net_rev,delta,pct,base_qty,strat_qty,is_target
G13,1339.3579922276615,1111.796067650802,-227.5619245768596,-16.990373439917406,939620.3759264142,918473.017283807,True
G14,305.4175407498102,266.2352569018975,-39.182283847912686,-12.829087599788433,470139.3982204738,467523.3888917454,False
G15,-0.002179660000000139,-32.73795466524071,-32.735775005240704,0,240.0,8546.571186973682,False
G16,2261.971020983351,2150.0016949113874,-111.96932607196368,-4.950077831823284,899752.6142417585,884014.8084959497,False
G17,2054.638485342762,1965.273675153176,-89.36481018958602,-4.3494177115385755,678363.0404133326,712104.9149737863,False
G18,2932.119223632267,2927.1911874164084,-4.9280362158588105,-0.16807079930924604,866238.8349783772,876205.4424643359,False
G19,-11.672479307417806,77.14263994751198,88.81511925492978,760.8933536381443,18144.047478581044,18703.86386021052,False
G20,43.262642850786776,0.0,-43.262642850786776,-100.0,13325.350371854725,0.0,False
