时间,电价(元/kWh),负荷(kW),温度(℃),风速(m/s),云量(%)
2024/01/01 00:00,332.49,39381.0,20.0,2.0,81.0
2024/01/01 00:15,1444.71,40456.0,20.0,1.5,59.0
2024/01/01 00:30,375.0,39434.0,20.0,1.0,37.0
2024/01/01 00:45,440.0,39784.0,20.0,1.5,37.0
2024/01/01 01:00,360.12,39753.0,20.0,2.0,37.0
2024/01/01 01:15,349.99,40088.0,19.5,2.5,37.0
2024/01/01 01:30,342.62,39008.0,19.0,3.0,37.0
2024/01/01 01:45,370.0,38233.0,19.0,2.0,59.0
2024/01/01 02:00,366.0,38059.0,19.0,1.0,81.0
2024/01/01 02:15,366.0,37586.0,19.5,1.0,81.0
2024/01/01 02:30,324.2,36942.0,20.0,1.0,81.0
2024/01/01 02:45,327.18,36095.0,20.0,2.0,81.0
2024/01/01 03:00,360.0,35316.0,20.0,3.0,81.0
2024/01/01 03:15,350.0,34370.0,20.0,2.5,81.0
2024/01/01 03:30,370.0,33867.0,20.0,2.0,81.0
2024/01/01 03:45,352.0,33585.0,19.5,1.5,81.0
2024/01/01 04:00,334.33,33208.0,19.0,1.0,81.0
2024/01/01 04:15,331.57,33197.0,19.0,1.0,81.0
2024/01/01 04:30,322.57,33140.0,19.0,1.0,81.0
2024/01/01 04:45,323.28,33065.0,19.0,1.5,81.0
2024/01/01 05:00,322.36,33044.0,19.0,2.0,81.0
2024/01/01 05:15,331.57,32992.0,19.0,2.0,81.0
2024/01/01 05:30,331.57,32751.0,19.0,2.0,81.0
2024/01/01 05:45,328.42,32930.0,18.5,2.0,81.0
2024/01/01 06:00,413.72,32961.0,18.0,2.0,81.0
2024/01/01 06:15,368.41,33284.0,18.0,2.0,81.0
2024/01/01 06:30,410.0,32599.0,18.0,2.0,81.0
2024/01/01 06:45,428.22,32100.0,18.0,1.5,81.0
2024/01/01 07:00,421.09,32088.0,18.0,1.0,81.0
2024/01/01 07:15,500.0,32344.0,18.0,2.0,58.5
2024/01/01 07:30,448.82,32134.0,18.0,3.0,36.0
2024/01/01 07:45,450.0,33214.0,18.0,2.5,36.0
2024/01/01 08:00,999.57,32644.0,18.0,2.0,36.0
2024/01/01 08:15,468.07,32692.0,18.5,2.0,36.0
2024/01/01 08:30,865.84,32978.0,19.0,2.0,36.0
2024/01/01 08:45,520.0,32893.0,19.5,2.0,36.0
2024/01/01 09:00,847.37,33006.0,20.0,2.0,36.0
2024/01/01 09:15,870.2,32525.0,20.5,2.0,26.0
2024/01/01 09:30,662.21,30901.0,21.0,2.0,16.0
2024/01/01 09:45,697.75,28856.0,21.5,2.0,8.0
2024/01/01 10:00,741.98,28529.0,22.0,2.0,0.0
2024/01/01 10:15,871.16,29040.0,22.0,2.5,0.0
2024/01/01 10:30,499.89,29178.0,22.0,3.0,0.0
2024/01/01 10:45,469.52,28179.0,22.5,2.5,0.0
2024/01/01 11:00,479.18,27375.0,23.0,2.0,0.0
2024/01/01 11:15,767.65,27978.0,23.0,2.0,0.0
2024/01/01 11:30,503.54,27497.0,23.0,2.0,0.0
2024/01/01 11:45,410.0,28176.0,23.5,1.5,0.0
2024/01/01 12:00,342.0,26914.0,24.0,1.0,0.0
2024/01/01 12:15,382.0,26014.0,24.0,1.0,0.0
2024/01/01 12:30,334.94,25470.0,24.0,1.0,0.0
2024/01/01 12:45,376.45,24681.0,24.0,1.0,0.0
2024/01/01 13:00,383.19,24478.0,24.0,1.0,0.0
2024/01/01 13:15,400.0,24234.0,24.5,1.0,7.5
2024/01/01 13:30,420.0,24134.0,25.0,1.0,15.0
2024/01/01 13:45,444.66,24374.0,25.0,1.5,15.0
2024/01/01 14:00,450.0,25566.0,25.0,2.0,15.0
2024/01/01 14:15,445.66,26032.0,25.5,2.0,15.0
2024/01/01 14:30,450.0,25997.0,26.0,2.0,15.0
2024/01/01 14:45,452.54,26541.0,25.5,2.0,15.0
2024/01/01 15:00,458.82,27289.0,25.0,2.0,15.0
2024/01/01 15:15,459.51,28049.0,25.5,2.0,15.0
2024/01/01 15:30,499.57,28494.0,26.0,2.0,15.0
2024/01/01 15:45,471.03,28590.0,25.5,2.0,15.0
2024/01/01 16:00,482.38,29314.0,25.0,2.0,15.0
2024/01/01 16:15,514.72,30052.0,25.5,2.0,15.0
2024/01/01 16:30,519.52,29959.0,26.0,2.0,15.0
2024/01/01 16:45,524.41,29851.0,25.5,1.5,15.5
2024/01/01 17:00,549.11,30966.0,25.0,1.0,16.0
2024/01/01 17:15,519.38,32495.0,24.5,1.5,16.0
2024/01/01 17:30,504.48,33480.0,24.0,2.0,16.0
2024/01/01 17:45,493.84,34537.0,23.5,2.0,27.5
2024/01/01 18:00,499.59,34874.0,23.0,2.0,39.0
2024/01/01 18:15,477.45,34928.0,23.0,2.0,27.5
2024/01/01 18:30,499.61,35662.0,23.0,2.0,16.0
2024/01/01 18:45,598.75,35875.0,22.5,2.0,16.0
2024/01/01 19:00,490.0,36097.0,22.0,2.0,16.0
2024/01/01 19:15,509.61,37259.0,21.5,2.0,16.0
2024/01/01 19:30,505.0,37232.0,21.0,2.0,16.0
2024/01/01 19:45,543.81,37592.0,21.0,2.0,16.0
2024/01/01 20:00,505.32,37468.0,21.0,2.0,16.0
2024/01/01 20:15,578.95,37039.0,20.5,2.0,16.0
2024/01/01 20:30,797.09,36783.0,20.0,2.0,16.0
2024/01/01 20:45,553.15,35837.0,20.0,2.0,16.0
2024/01/01 21:00,598.71,35001.0,20.0,2.0,16.0
2024/01/01 21:15,631.74,34374.0,20.0,1.5,27.5
2024/01/01 21:30,697.8,33819.0,20.0,1.0,39.0
2024/01/01 21:45,582.17,33324.0,20.0,1.5,39.0
2024/01/01 22:00,806.84,33546.0,20.0,2.0,39.0
2024/01/01 22:15,846.66,33960.0,20.5,2.5,39.0
2024/01/01 22:30,499.7,33309.0,21.0,3.0,39.0
2024/01/01 22:45,470.0,32561.0,20.5,3.0,39.0
2024/01/01 23:00,470.0,31756.0,20.0,3.0,39.0
2024/01/01 23:15,440.0,31654.0,20.0,3.0,39.0
2024/01/01 23:30,420.0,31514.0,20.0,3.0,39.0
2024/01/01 23:45,420.12,31952.0,20.0,3.0,39.0
2024/01/02 00:00,435.0,39223.0,20.0,3.0,39.0
2024/01/02 00:15,707.57,41769.0,20.0,3.5,39.0
2024/01/02 00:30,633.02,40224.0,20.0,4.0,39.0
2024/01/02 00:45,459.66,39242.0,20.0,4.0,39.0
2024/01/02 01:00,464.18,38948.0,20.0,4.0,39.0
2024/01/02 01:15,454.0,37720.0,19.5,3.0,60.0
2024/01/02 01:30,456.67,36634.0,19.0,2.0,81.0
2024/01/02 01:45,453.78,36491.0,19.0,2.0,81.0
2024/01/02 02:00,490.0,35502.0,19.0,2.0,81.0
2024/01/02 02:15,441.11,34970.0,19.0,2.5,72.5
2024/01/02 02:30,430.0,34668.0,19.0,3.0,64.0
2024/01/02 02:45,425.0,34777.0,19.0,2.5,66.5
2024/01/02 03:00,430.0,34201.0,19.0,2.0,69.0
2024/01/02 03:15,420.27,33656.0,19.0,2.5,69.0
2024/01/02 03:30,420.27,33223.0,19.0,3.0,69.0
2024/01/02 03:45,410.86,32858.0,19.0,3.0,69.0
2024/01/02 04:00,400.0,32547.0,19.0,3.0,69.0
2024/01/02 04:15,405.56,32274.0,19.0,2.5,69.0
2024/01/02 04:30,400.0,32221.0,19.0,2.0,69.0
2024/01/02 04:45,397.69,32041.0,19.0,2.0,75.5
2024/01/02 05:00,396.0,31981.0,19.0,2.0,82.0
2024/01/02 05:15,391.46,32105.0,19.0,2.0,82.0
2024/01/02 05:30,397.11,32535.0,19.0,2.0,82.0
2024/01/02 05:45,394.0,32872.0,19.0,2.5,82.0
2024/01/02 06:00,410.0,33374.0,19.0,3.0,82.0
2024/01/02 06:15,430.0,34188.0,19.0,3.0,82.0
2024/01/02 06:30,450.0,34492.0,19.0,3.0,82.0
2024/01/02 06:45,560.0,35037.0,19.0,3.0,82.0
2024/01/02 07:00,492.48,35667.0,19.0,3.0,82.0
2024/01/02 07:15,583.67,36175.0,19.0,3.0,82.0
2024/01/02 07:30,627.5,37157.0,19.0,3.0,82.0
2024/01/02 07:45,548.87,38113.0,19.0,3.0,82.0
2024/01/02 08:00,1048.83,38607.0,19.0,3.0,82.0
2024/01/02 08:15,958.15,41096.0,19.0,3.5,82.0
2024/01/02 08:30,865.84,42048.0,19.0,4.0,82.0
2024/01/02 08:45,874.0,42158.0,19.0,3.5,82.0
2024/01/02 09:00,928.9,41179.0,19.0,3.0,82.0
2024/01/02 09:15,685.56,41680.0,19.0,3.5,82.0
2024/01/02 09:30,1079.35,42089.0,19.0,4.0,82.0
2024/01/02 09:45,741.37,42131.0,19.0,4.0,91.0
2024/01/02 10:00,638.39,41036.0,19.0,4.0,100.0
2024/01/02 10:15,550.15,40260.0,19.0,4.0,100.0
2024/01/02 10:30,590.72,39567.0,19.0,4.0,100.0
2024/01/02 10:45,494.04,38158.0,19.0,3.5,100.0
2024/01/02 11:00,486.83,37792.0,19.0,3.0,100.0
2024/01/02 11:15,519.82,36826.0,19.0,3.0,100.0
2024/01/02 11:30,457.23,36806.0,19.0,3.0,100.0
2024/01/02 11:45,402.62,36718.0,19.5,2.5,100.0
2024/01/02 12:00,0.0,34168.0,20.0,2.0,100.0
2024/01/02 12:15,306.92,35926.0,20.0,2.0,100.0
2024/01/02 12:30,362.06,35512.0,20.0,2.0,100.0
2024/01/02 12:45,294.43,35725.0,20.5,2.5,100.0
2024/01/02 13:00,283.99,34856.0,21.0,3.0,100.0
2024/01/02 13:15,275.72,35233.0,21.0,3.0,100.0
2024/01/02 13:30,445.29,35212.0,21.0,3.0,100.0
2024/01/02 13:45,374.42,35838.0,21.0,2.5,90.5
2024/01/02 14:00,404.15,35573.0,21.0,2.0,81.0
2024/01/02 14:15,403.2,35252.0,22.0,2.5,81.5
2024/01/02 14:30,409.26,35103.0,23.0,3.0,82.0
2024/01/02 14:45,445.65,35673.0,22.0,2.5,82.0
2024/01/02 15:00,452.66,35891.0,21.0,2.0,82.0
2024/01/02 15:15,456.0,35803.0,21.0,1.5,82.0
2024/01/02 15:30,450.2,35819.0,21.0,1.0,82.0
2024/01/02 15:45,457.95,36127.0,21.0,1.5,82.0
2024/01/02 16:00,508.72,36917.0,21.0,2.0,82.0
2024/01/02 16:15,518.35,38104.0,21.0,2.0,81.5
2024/01/02 16:30,701.86,39607.0,21.0,2.0,81.0
2024/01/02 16:45,796.11,38542.0,21.0,2.5,90.5
2024/01/02 17:00,654.33,38604.0,21.0,3.0,100.0
2024/01/02 17:15,976.25,39804.0,20.5,3.0,100.0
2024/01/02 17:30,512.6,40128.0,20.0,3.0,100.0
2024/01/02 17:45,550.76,41815.0,20.0,2.5,100.0
2024/01/02 18:00,491.51,42640.0,20.0,2.0,100.0
2024/01/02 18:15,496.77,44243.0,19.5,2.5,90.5
2024/01/02 18:30,633.0,44917.0,19.0,3.0,81.0
2024/01/02 18:45,656.79,45056.0,19.0,2.5,81.0
2024/01/02 19:00,648.27,45241.0,19.0,2.0,81.0
2024/01/02 19:15,654.05,46012.0,18.5,2.0,81.0
2024/01/02 19:30,806.23,45725.0,18.0,2.0,81.0
2024/01/02 19:45,560.54,45085.0,18.5,1.5,81.0
2024/01/02 20:00,581.08,44961.0,19.0,1.0,81.0
2024/01/02 20:15,634.35,45459.0,18.5,1.5,81.0
2024/01/02 20:30,728.05,45449.0,18.0,2.0,81.0
2024/01/02 20:45,756.39,45691.0,18.0,2.0,81.0
2024/01/02 21:00,878.08,45520.0,18.0,2.0,81.0
2024/01/02 21:15,572.78,46148.0,18.0,2.0,81.0
2024/01/02 21:30,657.98,45090.0,18.0,2.0,81.0
2024/01/02 21:45,656.65,44680.0,18.0,2.0,81.0
2024/01/02 22:00,656.98,44452.0,18.0,2.0,81.0
2024/01/02 22:15,501.68,44933.0,18.0,3.0,90.5
2024/01/02 22:30,508.87,44066.0,18.0,4.0,100.0
2024/01/02 22:45,469.66,42743.0,18.0,4.5,100.0
2024/01/02 23:00,449.24,41123.0,18.0,5.0,100.0
2024/01/02 23:15,430.49,39647.0,18.0,5.0,100.0
2024/01/02 23:30,413.69,37795.0,18.0,5.0,100.0
2024/01/02 23:45,410.0,35685.0,18.0,5.0,100.0
2024/01/03 00:00,438.0,39417.0,18.0,5.0,100.0
2024/01/03 00:15,471.68,41743.0,17.5,4.5,100.0
2024/01/03 00:30,449.52,41138.0,17.0,4.0,100.0
2024/01/03 00:45,420.74,40290.0,17.0,4.5,100.0
2024/01/03 01:00,417.38,39437.0,17.0,5.0,100.0
2024/01/03 01:15,416.25,38872.0,17.0,4.0,100.0
2024/01/03 01:30,416.89,38483.0,17.0,3.0,100.0
2024/01/03 01:45,395.34,38914.0,17.0,4.0,100.0
2024/01/03 02:00,390.0,37959.0,17.0,5.0,100.0
2024/01/03 02:15,384.53,36792.0,17.0,5.5,100.0
2024/01/03 02:30,392.0,36023.0,17.0,6.0,100.0
2024/01/03 02:45,381.46,35444.0,16.5,6.5,100.0
2024/01/03 03:00,370.21,34904.0,16.0,7.0,100.0
2024/01/03 03:15,366.19,34605.0,15.5,7.0,100.0
2024/01/03 03:30,373.73,34244.0,15.0,7.0,100.0
2024/01/03 03:45,364.47,33633.0,15.0,6.5,100.0
2024/01/03 04:00,368.74,33355.0,15.0,6.0,100.0
2024/01/03 04:15,337.88,32949.0,15.0,6.5,100.0
2024/01/03 04:30,350.0,32841.0,15.0,7.0,100.0
2024/01/03 04:45,336.89,32546.0,15.0,6.5,100.0
2024/01/03 05:00,371.0,32209.0,15.0,6.0,100.0
2024/01/03 05:15,371.0,32242.0,15.0,5.5,100.0
2024/01/03 05:30,375.0,32583.0,15.0,5.0,100.0
2024/01/03 05:45,385.0,32670.0,14.5,5.0,100.0
2024/01/03 06:00,385.0,34017.0,14.0,5.0,100.0
2024/01/03 06:15,400.85,35930.0,14.0,5.5,91.0
2024/01/03 06:30,430.0,38005.0,14.0,6.0,82.0
2024/01/03 06:45,443.07,41041.0,14.0,6.0,59.0
2024/01/03 07:00,435.53,42566.0,14.0,6.0,36.0
2024/01/03 07:15,505.23,44453.0,14.0,6.0,28.0
2024/01/03 07:30,500.0,44257.0,14.0,6.0,20.0
2024/01/03 07:45,500.23,45414.0,14.0,5.5,17.5
2024/01/03 08:00,872.6,46065.0,14.0,5.0,15.0
2024/01/03 08:15,873.93,50256.0,14.0,5.0,27.5
2024/01/03 08:30,870.96,51049.0,14.0,5.0,40.0
2024/01/03 08:45,870.11,52360.0,14.5,6.5,61.0
2024/01/03 09:00,874.0,52050.0,15.0,8.0,82.0
2024/01/03 09:15,1072.06,52289.0,15.5,7.5,82.0
2024/01/03 09:30,1064.11,53183.0,16.0,7.0,82.0
2024/01/03 09:45,974.54,53076.0,16.5,7.5,61.0
2024/01/03 10:00,642.06,52429.0,17.0,8.0,40.0
2024/01/03 10:15,619.37,52726.0,17.0,9.0,40.0
2024/01/03 10:30,643.46,52774.0,17.0,10.0,40.0
2024/01/03 10:45,612.79,52632.0,17.0,10.0,40.0
2024/01/03 11:00,452.84,52136.0,17.0,10.0,40.0
2024/01/03 11:15,449.08,53018.0,17.5,9.5,37.5
2024/01/03 11:30,436.13,53262.0,18.0,9.0,35.0
2024/01/03 11:45,270.89,53044.0,18.0,8.5,35.0
2024/01/03 12:00,0.0,47364.0,18.0,8.0,35.0
2024/01/03 12:15,157.6,46570.0,18.0,8.0,35.0
2024/01/03 12:30,32.82,46314.0,18.0,8.0,35.0
2024/01/03 12:45,0.01,45718.0,18.5,8.5,35.0
2024/01/03 13:00,180.57,45048.0,19.0,9.0,35.0
2024/01/03 13:15,182.44,46239.0,19.0,8.0,35.0
2024/01/03 13:30,284.78,48377.0,19.0,7.0,35.0
2024/01/03 13:45,339.64,50642.0,19.0,7.0,25.0
2024/01/03 14:00,395.22,50883.0,19.0,7.0,15.0
2024/01/03 14:15,390.78,51061.0,19.0,7.5,7.5
2024/01/03 14:30,421.04,51135.0,19.0,8.0,0.0
2024/01/03 14:45,421.44,51485.0,19.0,8.5,0.0
2024/01/03 15:00,442.07,51848.0,19.0,9.0,0.0
2024/01/03 15:15,455.03,52253.0,19.0,9.0,0.0
2024/01/03 15:30,480.75,52779.0,19.0,9.0,0.0
2024/01/03 15:45,522.81,53363.0,19.0,8.5,0.0
2024/01/03 16:00,722.25,54624.0,19.0,8.0,0.0
2024/01/03 16:15,706.94,55799.0,18.5,8.0,0.0
2024/01/03 16:30,722.92,55662.0,18.0,8.0,0.0
2024/01/03 16:45,638.3,56077.0,18.0,8.5,0.0
2024/01/03 17:00,639.73,56223.0,18.0,9.0,0.0
2024/01/03 17:15,688.98,57173.0,17.5,8.0,0.0
2024/01/03 17:30,571.72,55515.0,17.0,7.0,0.0
2024/01/03 17:45,626.87,55288.0,16.5,7.5,0.0
2024/01/03 18:00,583.25,55042.0,16.0,8.0,0.0
2024/01/03 18:15,756.96,56446.0,16.0,6.5,0.0
2024/01/03 18:30,788.08,58356.0,16.0,5.0,0.0
2024/01/03 18:45,870.27,58763.0,15.5,5.5,0.0
2024/01/03 19:00,876.07,58598.0,15.0,6.0,0.0
2024/01/03 19:15,882.2,59968.0,15.0,5.0,0.0
2024/01/03 19:30,1031.42,59617.0,15.0,4.0,0.0
2024/01/03 19:45,869.68,59158.0,15.0,5.0,0.0
2024/01/03 20:00,873.26,59090.0,15.0,6.0,0.0
2024/01/03 20:15,1009.77,59564.0,14.5,6.0,0.0
2024/01/03 20:30,873.26,59662.0,14.0,6.0,0.0
2024/01/03 20:45,801.93,59947.0,14.0,6.5,0.0
2024/01/03 21:00,760.77,59371.0,14.0,7.0,0.0
2024/01/03 21:15,647.45,58967.0,14.0,6.0,0.0
2024/01/03 21:30,655.27,57903.0,14.0,5.0,0.0
2024/01/03 21:45,808.07,57073.0,14.0,4.5,0.0
2024/01/03 22:00,588.92,55217.0,14.0,4.0,0.0
2024/01/03 22:15,514.56,54290.0,13.5,4.0,0.0
2024/01/03 22:30,489.58,51933.0,13.0,4.0,0.0
2024/01/03 22:45,494.58,49789.0,13.0,3.5,0.0
2024/01/03 23:00,459.75,47639.0,13.0,3.0,0.0
2024/01/03 23:15,431.48,45243.0,13.0,4.0,0.0
2024/01/03 23:30,418.0,43554.0,13.0,5.0,0.0
2024/01/03 23:45,400.0,41129.0,12.5,5.0,0.0
2024/01/04 00:00,438.26,45718.0,12.0,5.0,0.0
2024/01/04 00:15,468.01,49433.0,12.0,4.5,0.0
2024/01/04 00:30,465.34,49487.0,12.0,4.0,0.0
2024/01/04 00:45,448.82,49699.0,11.5,3.5,0.0
2024/01/04 01:00,454.0,50563.0,11.0,3.0,0.0
2024/01/04 01:15,435.56,50088.0,11.0,3.0,0.0
2024/01/04 01:30,440.37,49859.0,11.0,3.0,0.0
2024/01/04 01:45,438.45,49511.0,10.5,2.5,0.0
2024/01/04 02:00,434.22,48539.0,10.0,2.0,0.0
2024/01/04 02:15,424.79,47540.0,10.0,2.0,0.0
2024/01/04 02:30,425.94,47122.0,10.0,2.0,0.0
2024/01/04 02:45,418.46,46346.0,10.0,2.0,0.0
2024/01/04 03:00,422.67,46066.0,10.0,2.0,0.0
2024/01/04 03:15,417.87,45429.0,10.0,2.0,0.0
2024/01/04 03:30,410.76,44822.0,10.0,2.0,0.0
2024/01/04 03:45,408.58,44398.0,10.0,2.0,0.0
2024/01/04 04:00,409.02,43812.0,10.0,2.0,0.0
2024/01/04 04:15,405.0,43684.0,10.0,2.0,0.0
2024/01/04 04:30,400.0,43334.0,10.0,2.0,0.0
2024/01/04 04:45,398.98,43294.0,9.5,2.0,0.0
2024/01/04 05:00,400.0,43159.0,9.0,2.0,0.0
2024/01/04 05:15,400.11,43346.0,9.0,2.5,0.0
2024/01/04 05:30,400.0,43634.0,9.0,3.0,0.0
2024/01/04 05:45,405.0,43815.0,9.0,2.5,0.0
2024/01/04 06:00,417.11,44820.0,9.0,2.0,0.0
2024/01/04 06:15,430.0,47280.0,9.0,2.0,0.0
2024/01/04 06:30,445.66,48923.0,9.0,2.0,0.0
2024/01/04 06:45,460.49,50159.0,9.0,2.0,0.0
2024/01/04 07:00,461.38,51363.0,9.0,2.0,0.0
2024/01/04 07:15,472.58,51678.0,9.0,2.0,40.5
2024/01/04 07:30,492.83,50996.0,9.0,2.0,81.0
2024/01/04 07:45,492.81,50438.0,9.5,2.0,82.0
2024/01/04 08:00,536.78,53446.0,10.0,2.0,83.0
2024/01/04 08:15,507.36,57685.0,10.0,2.0,83.0
2024/01/04 08:30,575.4,58077.0,10.0,2.0,83.0
2024/01/04 08:45,647.14,59074.0,10.5,2.0,83.0
2024/01/04 09:00,581.23,59446.0,11.0,2.0,83.0
2024/01/04 09:15,656.23,58118.0,11.5,1.5,83.0
2024/01/04 09:30,676.08,56907.0,12.0,1.0,83.0
2024/01/04 09:45,589.23,57056.0,12.5,1.5,83.0
2024/01/04 10:00,521.41,55820.0,13.0,2.0,83.0
2024/01/04 10:15,507.75,55163.0,13.0,2.0,83.0
2024/01/04 10:30,488.2,55232.0,13.0,2.0,83.0
2024/01/04 10:45,486.86,54785.0,13.5,2.0,83.0
2024/01/04 11:00,461.15,55619.0,14.0,2.0,83.0
2024/01/04 11:15,439.2,55620.0,14.5,2.0,83.0
2024/01/04 11:30,422.77,55104.0,15.0,2.0,83.0
2024/01/04 11:45,428.54,54474.0,15.5,2.0,83.0
2024/01/04 12:00,0.0,48644.0,16.0,2.0,83.0
2024/01/04 12:15,366.62,46814.0,16.5,2.0,83.0
2024/01/04 12:30,331.16,46772.0,17.0,2.0,83.0
2024/01/04 12:45,345.1,46120.0,17.5,1.5,41.5
2024/01/04 13:00,347.07,45912.0,18.0,1.0,0.0
2024/01/04 13:15,384.53,45937.0,18.0,1.5,0.0
2024/01/04 13:30,386.5,48094.0,18.0,2.0,0.0
2024/01/04 13:45,402.42,49228.0,18.5,1.5,0.0
2024/01/04 14:00,400.76,49957.0,19.0,1.0,0.0
2024/01/04 14:15,396.22,50246.0,19.0,1.0,0.0
2024/01/04 14:30,421.53,50651.0,19.0,1.0,0.0
2024/01/04 14:45,414.95,51175.0,19.5,1.0,0.0
2024/01/04 15:00,442.74,51530.0,20.0,1.0,0.0
2024/01/04 15:15,470.81,52854.0,20.0,1.5,0.0
2024/01/04 15:30,456.25,54116.0,20.0,2.0,0.0
2024/01/04 15:45,481.54,55557.0,20.0,2.0,0.0
2024/01/04 16:00,497.59,56784.0,20.0,2.0,0.0
2024/01/04 16:15,539.65,56400.0,20.0,2.0,0.0
2024/01/04 16:30,580.09,55882.0,20.0,2.0,0.0
2024/01/04 16:45,572.88,56788.0,19.5,2.0,0.0
2024/01/04 17:00,620.43,57061.0,19.0,2.0,0.0
2024/01/04 17:15,587.03,57657.0,18.5,1.5,0.0
2024/01/04 17:30,497.44,56319.0,18.0,1.0,0.0
2024/01/04 17:45,521.12,56897.0,17.5,1.5,0.0
2024/01/04 18:00,499.52,56526.0,17.0,2.0,0.0
2024/01/04 18:15,574.36,58453.0,17.0,1.5,0.0
2024/01/04 18:30,574.31,58180.0,17.0,1.0,0.0
2024/01/04 18:45,547.87,59327.0,16.5,1.0,0.0
2024/01/04 19:00,521.9,59092.0,16.0,1.0,0.0
2024/01/04 19:15,773.34,59817.0,16.5,1.0,0.0
2024/01/04 19:30,663.8,59525.0,17.0,1.0,0.0
2024/01/04 19:45,571.89,58832.0,16.5,1.5,0.0
2024/01/04 20:00,551.16,57556.0,16.0,2.0,0.0
2024/01/04 20:15,709.67,57633.0,16.0,1.5,0.0
2024/01/04 20:30,637.79,57331.0,16.0,1.0,0.0
2024/01/04 20:45,652.93,56701.0,16.0,1.0,0.0
2024/01/04 21:00,512.7,55784.0,16.0,1.0,0.0
2024/01/04 21:15,507.88,55908.0,16.0,1.0,17.5
2024/01/04 21:30,498.51,55459.0,16.0,1.0,35.0
2024/01/04 21:45,513.89,54544.0,15.5,0.5,35.0
2024/01/04 22:00,527.61,54061.0,15.0,0.0,35.0
2024/01/04 22:15,537.41,52864.0,15.0,0.5,17.5
2024/01/04 22:30,507.53,52550.0,15.0,1.0,0.0
2024/01/04 22:45,497.69,50578.0,15.0,1.0,17.5
2024/01/04 23:00,487.84,49080.0,15.0,1.0,35.0
2024/01/04 23:15,464.22,47977.0,15.0,1.0,58.0
2024/01/04 23:30,443.87,46819.0,15.0,1.0,81.0
2024/01/04 23:45,431.78,44171.0,14.5,1.5,81.0
2024/01/05 00:00,443.69,47144.0,14.0,2.0,81.0
2024/01/05 00:15,542.12,49998.0,14.0,2.5,81.0
2024/01/05 00:30,492.91,49811.0,14.0,3.0,81.0
2024/01/05 00:45,483.07,49181.0,14.0,2.0,81.0
2024/01/05 01:00,483.07,47908.0,14.0,1.0,81.0
2024/01/05 01:15,453.54,47133.0,14.0,1.5,40.5
2024/01/05 01:30,453.54,45928.0,14.0,2.0,0.0
2024/01/05 01:45,443.69,45219.0,14.0,2.5,0.0
2024/01/05 02:00,453.54,43740.0,14.0,3.0,0.0
2024/01/05 02:15,443.69,43033.0,14.0,2.0,40.5
2024/01/05 02:30,442.89,42050.0,14.0,1.0,81.0
2024/01/05 02:45,433.04,41292.0,14.0,1.5,81.0
2024/01/05 03:00,429.94,40384.0,14.0,2.0,81.0
2024/01/05 03:15,423.97,39485.0,14.0,2.0,81.0
2024/01/05 03:30,419.04,39039.0,14.0,2.0,81.0
2024/01/05 03:45,414.11,39109.0,14.0,2.0,81.0
2024/01/05 04:00,409.18,37739.0,14.0,2.0,81.0
2024/01/05 04:15,409.18,38000.0,14.0,2.0,81.0
2024/01/05 04:30,404.26,37283.0,14.0,2.0,81.0
2024/01/05 04:45,407.86,36829.0,14.0,2.0,58.5
2024/01/05 05:00,404.26,36269.0,14.0,2.0,36.0
2024/01/05 05:15,404.26,35875.0,14.0,2.0,36.0
2024/01/05 05:30,404.26,35369.0,14.0,2.0,36.0
2024/01/05 05:45,414.11,35181.0,14.0,2.0,36.0
2024/01/05 06:00,414.11,35305.0,14.0,2.0,36.0
2024/01/05 06:15,423.97,36204.0,14.0,2.0,36.0
2024/01/05 06:30,431.86,36215.0,14.0,2.0,36.0
2024/01/05 06:45,453.54,36119.0,14.0,2.5,36.0
2024/01/05 07:00,448.57,35407.0,14.0,3.0,36.0
2024/01/05 07:15,453.49,35189.0,14.0,2.5,36.0
2024/01/05 07:30,492.83,35076.0,14.0,2.0,36.0
2024/01/05 07:45,500.78,34119.0,14.0,2.0,36.0
2024/01/05 08:00,591.17,32922.0,14.0,2.0,36.0
2024/01/05 08:15,549.91,32678.0,14.5,2.0,36.0
2024/01/05 08:30,546.24,31548.0,15.0,2.0,36.0
2024/01/05 08:45,600.0,32228.0,15.5,1.5,36.0
2024/01/05 09:00,549.83,30878.0,16.0,1.0,36.0
2024/01/05 09:15,649.31,30702.0,16.0,1.5,18.0
2024/01/05 09:30,513.9,30377.0,16.0,2.0,0.0
2024/01/05 09:45,504.72,31140.0,16.5,1.5,0.0
2024/01/05 10:00,492.83,31238.0,17.0,1.0,0.0
2024/01/05 10:15,462.44,31575.0,18.0,1.0,0.0
2024/01/05 10:30,483.0,30621.0,19.0,1.0,0.0
2024/01/05 10:45,478.15,31063.0,19.5,1.0,0.0
2024/01/05 11:00,465.0,30891.0,20.0,1.0,0.0
2024/01/05 11:15,440.71,31548.0,20.5,1.0,0.0
2024/01/05 11:30,418.13,32141.0,21.0,1.0,0.0
2024/01/05 11:45,412.41,32794.0,21.0,1.0,0.0
2024/01/05 12:00,0.0,32815.0,21.0,1.0,0.0
2024/01/05 12:15,359.6,32424.0,21.5,1.5,0.0
2024/01/05 12:30,340.03,32923.0,22.0,2.0,0.0
2024/01/05 12:45,360.0,33766.0,22.5,2.0,10.5
