时间,电价(元/kWh),负荷(kW),温度(℃),风速(m/s),云量(%)
2024/7/1 0:00,343.1686,65704,31,4,82
2024/7/1 0:15,394.1587,69723,31,4,82
2024/7/1 0:30,367.5205,69935,31,4,82
2024/7/1 0:45,351.9557,68690,31,3.5,82
2024/7/1 1:00,341.578,67105,31,3,82
2024/7/1 1:15,332.9944,66414,31,3.5,82
2024/7/1 1:30,330.6267,66848,31,4,82
2024/7/1 1:45,332.7715,66241,30.5,4,82
2024/7/1 2:00,321.7812,65339,30,4,82
2024/7/1 2:15,320.5902,65812,30,3.5,82
2024/7/1 2:30,317.4734,65431,30,3,82
2024/7/1 2:45,312.526,65202,30,3.5,82
2024/7/1 3:00,312.526,64390,30,4,82
2024/7/1 3:15,311.9147,63871,30,3.5,82
2024/7/1 3:30,310.9821,62960,30,3,82
2024/7/1 3:45,305.6332,61962,30,3.5,82
2024/7/1 4:00,302.0606,61193,30,4,82
2024/7/1 4:15,300.2968,60292,30,3.5,82
2024/7/1 4:30,302.0303,59280,30,3,82
2024/7/1 4:45,299.4177,58142,30,2.5,82
2024/7/1 5:00,300.3457,57309,30,2,82
2024/7/1 5:15,297.6297,56456,29.5,2,82
2024/7/1 5:30,299.6272,56423,29,2,82
2024/7/1 5:45,294.4913,55906,29,2,82
2024/7/1 6:00,299.6272,55786,29,2,82
2024/7/1 6:15,299.6272,55948,29.5,2.5,82
2024/7/1 6:30,279.652,56145,30,3,82
2024/7/1 6:45,294.5226,56228,30,2.5,82
2024/7/1 7:00,279.6816,55621,30,2,82
2024/7/1 7:15,270.0939,54413,30,2,82
2024/7/1 7:30,279.652,55040,30,2,82
2024/7/1 7:45,296.2135,56039,31,2.5,82
2024/7/1 8:00,304.3744,60304,32,3,82
2024/7/1 8:15,328.1266,63311,32,3,51
2024/7/1 8:30,326.9101,65387,32,3,20
2024/7/1 8:45,333.0467,66410,32.5,4.5,30.5
2024/7/1 9:00,339.9543,68570,33,6,41
2024/7/1 9:15,401.3636,70395,33.5,5.5,41
2024/7/1 9:30,359.7125,71048,34,5,41
2024/7/1 9:45,362.6227,71371,34,5.5,41
2024/7/1 10:00,336.94,71706,34,6,41
2024/7/1 10:15,352.0409,70365,34,6,41
2024/7/1 10:30,338.836,70556,34,6,41
2024/7/1 10:45,341.4572,70719,34,6.5,41
2024/7/1 11:00,329.5009,70290,34,7,41
2024/7/1 11:15,326.7085,70730,34,7,38
2024/7/1 11:30,338.1434,69505,34,7,35
2024/7/1 11:45,307.3575,67895,34,7,35
2024/7/1 12:00,30.7997,61935,34,7,35
2024/7/1 12:15,306.9256,62739,34.5,6.5,35
2024/7/1 12:30,338.7101,64537,35,6,35
2024/7/1 12:45,325.4826,65575,35.5,6.5,35
2024/7/1 13:00,279.4402,66361,36,7,35
2024/7/1 13:15,309.0844,66857,35.5,7,37
2024/7/1 13:30,315.1685,69349,35,7,39
2024/7/1 13:45,364.8424,73046,35,7.5,39
2024/7/1 14:00,335.201,74040,35,8,39
2024/7/1 14:15,327.1527,73877,34,7.5,39
2024/7/1 14:30,327.1626,74301,33,7,39
2024/7/1 14:45,337.8831,74822,33.5,6.5,39
2024/7/1 15:00,331.341,74773,34,6,39
2024/7/1 15:15,342.2926,74209,33.5,6.5,39
2024/7/1 15:30,325.6156,74578,33,7,39
2024/7/1 15:45,335.6766,74924,33.5,7,39
2024/7/1 16:00,340.0891,74913,34,7,39
2024/7/1 16:15,342.475,75499,34,7.5,39
2024/7/1 16:30,337.7617,75174,34,8,39
2024/7/1 16:45,349.9482,74471,34,7,27.5
2024/7/1 17:00,372.2076,75088,34,6,16
2024/7/1 17:15,363.9744,75960,34,6,16
2024/7/1 17:30,306.4021,73142,34,6,16
2024/7/1 17:45,315.5752,71347,34,6.5,16
2024/7/1 18:00,317.5623,70508,34,7,16
2024/7/1 18:15,324.8523,71186,34,7,8
2024/7/1 18:30,332.7286,72355,34,7,0
2024/7/1 18:45,337.3568,72920,33.5,6,8
2024/7/1 19:00,354.3156,73024,33,5,16
2024/7/1 19:15,394.8389,74005,32.5,5.5,16
2024/7/1 19:30,391.2764,75393,32,6,16
2024/7/1 19:45,369.3715,74880,32,5.5,16
2024/7/1 20:00,334.452,73928,32,5,16
2024/7/1 20:15,355.9074,73910,32,5,16
2024/7/1 20:30,368.9921,74551,32,5,16
2024/7/1 20:45,368.1577,74384,31.5,5,16
2024/7/1 21:00,415.6701,74094,31,5,16
2024/7/1 21:15,406.7516,73830,31,4.5,15.5
2024/7/1 21:30,460.8831,74945,31,4,15
2024/7/1 21:45,379.8254,75587,31,3.5,25
2024/7/1 22:00,452.3612,75426,31,3,35
2024/7/1 22:15,388.1744,75133,31,3.5,35
2024/7/1 22:30,413.1438,74972,31,4,35
2024/7/1 22:45,402.3199,73009,31,4,35
2024/7/1 23:00,382.9962,71511,31,4,35
2024/7/1 23:15,370.3108,70146,31,4,35
2024/7/1 23:30,350.9317,68885,31,4,35
2024/7/1 23:45,339.5539,66428,31,4,35
2024/7/2 0:00,352.8026,67384,31,4,35
2024/7/2 0:15,382.2481,69674,30.5,3.5,35
2024/7/2 0:30,395.8687,69932,30,3,35
2024/7/2 0:45,371.4237,68545,30,3,35
2024/7/2 1:00,362.4443,66761,30,3,35
2024/7/2 1:15,353.5092,67013,30,3.5,35
2024/7/2 1:30,343.0599,66293,30,4,35
2024/7/2 1:45,337.44,65969,30,4,35
2024/7/2 2:00,332.4964,65987,30,4,35
2024/7/2 2:15,320.7034,65813,30,4,35
2024/7/2 2:30,316.2886,66005,30,4,35
2024/7/2 2:45,310.1029,65429,30,3.5,35
2024/7/2 3:00,310.1029,64940,30,3,35
2024/7/2 3:15,310.2825,64167,30,3.5,35
2024/7/2 3:30,302.7495,63259,30,4,35
2024/7/2 3:45,306.976,62094,30,4,35
2024/7/2 4:00,309.6152,61160,30,4,35
2024/7/2 4:15,309.2846,60483,30,3.5,35
2024/7/2 4:30,300.7511,59132,30,3,35
2024/7/2 4:45,303.1791,58365,30,3.5,35
2024/7/2 5:00,299.7519,57479,30,4,35
2024/7/2 5:15,302.7495,56802,30,4,58
2024/7/2 5:30,300.0617,56277,30,4,81
2024/7/2 5:45,300.4714,55900,30,3.5,81.5
2024/7/2 6:00,301.7503,55683,30,3,82
2024/7/2 6:15,303.7486,55808,30,3,82
2024/7/2 6:30,309.7437,56371,30,3,82
2024/7/2 6:45,305.4672,56417,29,2.5,89.5
2024/7/2 7:00,305.4672,55537,28,2,97
2024/7/2 7:15,299.7519,54990,28,3.5,96
2024/7/2 7:30,299.7519,55332,28,5,95
2024/7/2 7:45,300.1816,56642,28.5,4,86.5
2024/7/2 8:00,330.0336,61426,29,3,78
2024/7/2 8:15,210.7876,64813,30,2.5,78
2024/7/2 8:30,320.1353,66249,31,2,78
2024/7/2 8:45,320.4826,67088,31.5,3.5,78
2024/7/2 9:00,313.9171,69310,32,5,78
2024/7/2 9:15,321.6274,71150,31.5,5,78
2024/7/2 9:30,332.809,71917,31,5,78
2024/7/2 9:45,296.3514,72151,31.5,4.5,78
2024/7/2 10:00,210.0414,72629,32,4,78
2024/7/2 10:15,159.4336,71930,32.5,5.5,78
2024/7/2 10:30,243.8013,72203,33,7,78
2024/7/2 10:45,142.229,72281,33,6.5,79.5
2024/7/2 11:00,153.7919,72188,33,6,81
2024/7/2 11:15,150.3333,72630,33,5.5,81
2024/7/2 11:30,143.8377,71568,33,5,81
2024/7/2 11:45,315.8988,70567,33,4,81
2024/7/2 12:00,105.5747,63987,33,3,81
2024/7/2 12:15,314.7903,64729,33,3,81
2024/7/2 12:30,327.1299,66679,33,3,81
2024/7/2 12:45,311.2797,67670,33,3.5,81
2024/7/2 13:00,310.7779,68485,33,4,81
2024/7/2 13:15,316.1279,68822,33,4.5,81
2024/7/2 13:30,321.7132,70932,33,5,81
2024/7/2 13:45,325.2819,74981,30,6,89.5
2024/7/2 14:00,317.9884,75497,27,7,98
2024/7/2 14:15,314.895,74843,28,6,99
2024/7/2 14:30,317.4246,75195,29,5,100
2024/7/2 14:45,316.3823,75791,29,3.5,100
2024/7/2 15:00,308.8112,75741,29,2,100
2024/7/2 15:15,322.6785,75306,28,3,99
2024/7/2 15:30,307.3887,75803,27,4,98
2024/7/2 15:45,307.8052,76194,27,3,96.5
2024/7/2 16:00,318.127,76269,27,2,95
2024/7/2 16:15,318.0706,76496,26.5,3,96.5
2024/7/2 16:30,332.0444,76016,26,4,98
2024/7/2 16:45,332.6756,75438,26.5,2,90
2024/7/2 17:00,344.7175,75409,27,0,82
2024/7/2 17:15,337.1474,75545,27.5,1.5,82
2024/7/2 17:30,319.508,72543,28,3,82
2024/7/2 17:45,322.2715,70624,28,3,82
2024/7/2 18:00,317.3872,69899,28,3,82
2024/7/2 18:15,322.3723,70575,27.5,3,41
2024/7/2 18:30,330.3212,71673,27,3,0
2024/7/2 18:45,300.2515,72856,27,3,0
2024/7/2 19:00,326.573,72971,27,3,0
2024/7/2 19:15,331.2799,74638,27,3,0
2024/7/2 19:30,338.5736,75872,27,3,0
2024/7/2 19:45,339.8276,75452,27,3,0
2024/7/2 20:00,336.2776,74947,27,3,0
2024/7/2 20:15,336.6723,74545,27,3,7.5
2024/7/2 20:30,339.7508,75368,27,3,15
2024/7/2 20:45,341.5687,75346,27,3,15
2024/7/2 21:00,335.8475,74608,27,3,15
2024/7/2 21:15,384.1707,74309,27,3,15
2024/7/2 21:30,361.2809,75041,27,3,15
2024/7/2 21:45,353.4599,75028,27,3,7.5
2024/7/2 22:00,361.1412,74902,27,3,0
2024/7/2 22:15,358.4294,74400,27,3,0
2024/7/2 22:30,361.4669,74092,27,3,0
2024/7/2 22:45,359.1751,72195,27,2.5,0
2024/7/2 23:00,355.6853,71053,27,2,0
2024/7/2 23:15,352.0746,69639,27,2,7.5
2024/7/2 23:30,353.2678,68509,27,2,15
2024/7/2 23:45,345.0922,65869,27.5,2,15
2024/7/3 0:00,334.2889,63165,28,2,15
2024/7/3 0:15,414.9508,66733,28,2.5,15
2024/7/3 0:30,413.9473,67106,28,3,15
2024/7/3 0:45,395.3947,65824,28.5,3,15
2024/7/3 1:00,395.6662,64288,29,3,15
2024/7/3 1:15,379.4118,64876,28.5,2.5,15
2024/7/3 1:30,361.7242,63948,28,2,15
2024/7/3 1:45,361.2807,63233,28,1.5,15
2024/7/3 2:00,351.9296,62882,28,1,15
2024/7/3 2:15,351.8641,62925,28,1.5,15
2024/7/3 2:30,342.0795,63126,28,2,15
2024/7/3 2:45,337.282,62350,28,2.5,15
2024/7/3 3:00,345.9154,61890,28,3,15
2024/7/3 3:15,332.4694,61191,28,3,15
2024/7/3 3:30,332.8194,60409,28,3,15
2024/7/3 3:45,332.4471,59421,28,3,15
2024/7/3 4:00,332.4471,57997,28,3,15
2024/7/3 4:15,325.1503,57257,28,3,7.5
2024/7/3 4:30,324.6713,56168,28,3,0
2024/7/3 4:45,322.7285,55512,28,3,0
2024/7/3 5:00,322.4326,54567,28,3,0
2024/7/3 5:15,322.7601,54028,28,3,0
2024/7/3 5:30,327.2487,53234,28,3,0
2024/7/3 5:45,332.0647,52885,28,3,9
2024/7/3 6:00,331.1015,52574,28,3,18
2024/7/3 6:15,307.9845,52551,28,3,18
2024/7/3 6:30,322.868,52299,28,3,18
2024/7/3 6:45,322.5405,52514,29,3,18
2024/7/3 7:00,312.8005,51679,30,3,18
2024/7/3 7:15,310.2211,52260,30.5,3,18
2024/7/3 7:30,312.7448,52525,31,3,18
2024/7/3 7:45,312.9362,53033,31,3.5,18
2024/7/3 8:00,327.023,55715,31,4,18
2024/7/3 8:15,320.7039,57569,31.5,4,29
2024/7/3 8:30,316.5299,59600,32,4,40
2024/7/3 8:45,325.9693,60082,32,4.5,61
2024/7/3 9:00,329.3638,62790,32,5,82
2024/7/3 9:15,329.3743,64851,32,5,82
2024/7/3 9:30,322.592,64739,32,5,82
2024/7/3 9:45,306.001,65284,32.5,4.5,80
2024/7/3 10:00,309.7812,65171,33,4,78
2024/7/3 10:15,300.8258,64664,32.5,4,78
2024/7/3 10:30,309.0952,63794,32,4,78
2024/7/3 10:45,314.0772,63780,33,4.5,79.5
2024/7/3 11:00,307.4054,63824,34,5,81
2024/7/3 11:15,325.8165,64268,33.5,4.5,81
2024/7/3 11:30,314.9794,62401,33,4,81
2024/7/3 11:45,276.8534,61359,33.5,4,81
2024/7/3 12:00,262.8248,56627,34,4,81
2024/7/3 12:15,301.6982,57416,34,3.5,81
2024/7/3 12:30,310.1338,58959,34,3,81
2024/7/3 12:45,307.2691,59913,34,3,81
2024/7/3 13:00,329.4964,61194,34,3,81
2024/7/3 13:15,315.4609,62016,34.5,4,81
2024/7/3 13:30,327.4329,64291,35,5,81
2024/7/3 13:45,332.7906,67547,35.5,5,81
2024/7/3 14:00,278.8675,68281,36,5,81
2024/7/3 14:15,320.657,67898,35.5,5.5,88
2024/7/3 14:30,326.8949,67756,35,6,95
2024/7/3 14:45,307.8657,68166,32,6,95
2024/7/3 15:00,287.4873,68024,29,6,95
2024/7/3 15:15,299.299,68120,31,5,65.5
2024/7/3 15:30,293.4818,68413,33,4,36
2024/7/3 15:45,174.646,68384,33,4,58.5
2024/7/3 16:00,317.1317,68513,33,4,81
2024/7/3 16:15,307.3255,68145,33.5,4,81
2024/7/3 16:30,299.2051,67796,34,4,81
2024/7/3 16:45,216.1619,67111,33.5,4.5,81
2024/7/3 17:00,323.4487,66779,33,5,81
2024/7/3 17:15,322.1441,66189,32.5,4.5,81
2024/7/3 17:30,319.0327,64389,32,4,81
2024/7/3 17:45,316.6,63728,31.5,3.5,58.5
2024/7/3 18:00,313.1769,63589,31,3,36
2024/7/3 18:15,320.5213,64092,31,3,36
2024/7/3 18:30,326.9229,64052,31,3,36
2024/7/3 18:45,346.4306,64655,31,3,36
2024/7/3 19:00,337.5642,64558,31,3,36
2024/7/3 19:15,358.8671,65096,31,3,36
2024/7/3 19:30,355.2519,66034,31,3,36
2024/7/3 19:45,354.6823,65663,31,4,36
2024/7/3 20:00,350.8976,66011,31,5,36
2024/7/3 20:15,351.9279,65475,31,4,36
2024/7/3 20:30,365.0427,66004,31,3,36
2024/7/3 20:45,363.6559,66258,31,3,28.5
2024/7/3 21:00,374.5087,66621,31,3,21
2024/7/3 21:15,386.4711,66646,30,3,21
2024/7/3 21:30,393.8088,67275,29,3,21
2024/7/3 21:45,402.6418,67068,29,2,21
2024/7/3 22:00,369.9533,67431,29,1,21
2024/7/3 22:15,374.8465,67233,29,1.5,10.5
2024/7/3 22:30,368.4474,67094,29,2,0
2024/7/3 22:45,368.324,65894,28.5,2,0
2024/7/3 23:00,362.7309,65654,28,2,0
2024/7/3 23:15,359.2249,64327,28.5,2,0
2024/7/3 23:30,361.1245,63063,29,2,0
2024/7/3 23:45,337.4262,60636,29,2,0
2024/7/4 0:00,353.2739,44731,29,2,0
2024/7/4 0:15,461.2637,49697,29,2,0
2024/7/4 0:30,430.0408,49889,29,2,0
2024/7/4 0:45,400.5286,48803,29,2,0
2024/7/4 1:00,380.654,47057,29,2,0
2024/7/4 1:15,363.2878,47254,29,1.5,0
2024/7/4 1:30,356.2569,46340,29,1,0
2024/7/4 1:45,351.6397,45714,29,1,40.5
2024/7/4 2:00,342.9746,45372,29,1,81
2024/7/4 2:15,337.1883,45409,29,1,81
2024/7/4 2:30,332.4072,45826,29,1,81
2024/7/4 2:45,329.7232,45330,28.5,1,81
2024/7/4 3:00,324.7294,44732,28,1,81
2024/7/4 3:15,325.1689,44334,28,1,81
2024/7/4 3:30,314.7395,43590,28,1,81
2024/7/4 3:45,314.7395,42549,27.5,1.5,81
2024/7/4 4:00,309.7437,41627,27,2,81
2024/7/4 4:15,310.1044,40573,27.5,2,81
2024/7/4 4:30,304.7478,40018,28,2,81
2024/7/4 4:45,304.7478,39395,27.5,2,81.5
2024/7/4 5:00,300.6312,38560,27,2,82
2024/7/4 5:15,300.7511,38156,27,1.5,82
2024/7/4 5:30,304.7478,37716,27,1,82
2024/7/4 5:45,304.7478,37337,27,1.5,61
2024/7/4 6:00,301.7503,37045,27,2,40
2024/7/4 6:15,309.7437,36978,27,2,40
2024/7/4 6:30,308.175,36103,27,2,40
2024/7/4 6:45,309.7437,35638,27,2,40
2024/7/4 7:00,302.4124,35342,27,2,40
2024/7/4 7:15,298.5595,35800,27.5,2,61
2024/7/4 7:30,300.486,35935,28,2,82
2024/7/4 7:45,301.5134,35830,28.5,2,82
2024/7/4 8:00,337.0492,36667,29,2,82
2024/7/4 8:15,317.9925,35980,30,2.5,90
2024/7/4 8:30,291.5453,36595,31,3,98
2024/7/4 8:45,306.4128,36317,31,3,97
2024/7/4 9:00,303.6331,38270,31,3,96
2024/7/4 9:15,313.3451,40555,29,6,95
2024/7/4 9:30,301.9007,40262,26,3,96
2024/7/4 9:45,306.8287,40712,26.5,2,96.5
2024/7/4 10:00,302.4657,40750,27,1,97
2024/7/4 10:15,178.6656,40061,27,2.5,96
2024/7/4 10:30,190.0279,39552,27,4,95
2024/7/4 10:45,187.487,39620,28,3,58
2024/7/4 11:00,171.9024,39799,29,2,21
2024/7/4 11:15,207.0253,40290,30.5,1.5,21
2024/7/4 11:30,273.5962,39935,32,1,21
2024/7/4 11:45,282.3624,39865,32.5,2.5,21
2024/7/4 12:00,265.8648,36862,33,4,21
2024/7/4 12:15,322.9876,37929,33,3,18
2024/7/4 12:30,320.4056,38313,33,2,15
2024/7/4 12:45,316.5886,39183,33.5,2.5,25
2024/7/4 13:00,312.9981,39525,34,3,35
2024/7/4 13:15,319.6228,39957,33.5,3,58
2024/7/4 13:30,349.7898,40984,33,3,81
2024/7/4 13:45,335.0619,43047,32,4.5,89.5
2024/7/4 14:00,326.3191,44275,31,6,98
2024/7/4 14:15,311.853,43735,30,4.5,89.5
2024/7/4 14:30,307.8476,43974,29,3,81
2024/7/4 14:45,305.3985,43880,31,3,81
2024/7/4 15:00,302.4662,43830,33,3,81
2024/7/4 15:15,288.9957,43778,33.5,3,81
2024/7/4 15:30,300.516,43808,34,3,81
2024/7/4 15:45,211.8435,43974,33,4,81
2024/7/4 16:00,295.0605,43139,32,5,81
2024/7/4 16:15,218.4084,42779,33,4.5,81
2024/7/4 16:30,222.4225,42331,34,4,81
2024/7/4 16:45,307.5435,41277,34,4,81
2024/7/4 17:00,317.357,41730,34,4,81
2024/7/4 17:15,359.4489,42185,33.5,4.5,58
2024/7/4 17:30,297.4557,41210,33,5,35
2024/7/4 17:45,315.0043,41257,33,4.5,17.5
2024/7/4 18:00,307.0055,41303,33,4,0
2024/7/4 18:15,317.4197,41538,32.5,4.5,0
2024/7/4 18:30,325.3885,41440,32,5,0
2024/7/4 18:45,330.8785,41462,31.5,4.5,0
2024/7/4 19:00,331.1625,40802,31,4,0
2024/7/4 19:15,338.2003,41252,31,3.5,0
2024/7/4 19:30,346.1448,43212,31,3,0
2024/7/4 19:45,362.1654,42835,31,3,0
2024/7/4 20:00,345.3737,42531,31,3,0
2024/7/4 20:15,345.6604,42439,30.5,2.5,0
2024/7/4 20:30,352.6689,43091,30,2,0
2024/7/4 20:45,356.3713,43378,30,2,0
2024/7/4 21:00,400.882,43703,30,2,0
2024/7/4 21:15,386.2731,43873,30,2,0
2024/7/4 21:30,389.1212,44375,30,2,0
2024/7/4 21:45,378.3663,44115,29.5,2,0
2024/7/4 22:00,376.2428,44417,29,2,0
2024/7/4 22:15,385.3599,43629,29.5,2,0
2024/7/4 22:30,404.8911,43869,30,2,0
2024/7/4 22:45,394.9834,41907,29.5,2,0
2024/7/4 23:00,367.371,41251,29,2,0
2024/7/4 23:15,369.3119,39995,29,2,0
2024/7/4 23:30,373.6804,38542,29,2,0
2024/7/4 23:45,363.2752,36755,28.83333333,1.833333333,0
2024/7/5 0:00,388.9337,29192,28.66666667,1.666666667,0
2024/7/5 0:15,846.5861,33537,28.5,1.5,0
2024/7/5 0:30,639.4632,33307,28.33333333,1.333333333,0
2024/7/5 0:45,540.5713,32111,28.16666667,1.166666667,0
2024/7/5 1:00,499.7066,30671,28,1,0
2024/7/5 1:15,502.5521,31046,28,1,0
2024/7/5 1:30,442.8468,30350,28,1,0
2024/7/5 1:45,413.5889,29856,28,1,0
2024/7/5 2:00,408.2774,29893,28,1,0
2024/7/5 2:15,357.3598,30780,28,1,0
2024/7/5 2:30,357.2626,31472,28,1,0
2024/7/5 2:45,355.2248,31192,28,1,0
2024/7/5 3:00,376.5269,31005,28,1,0
2024/7/5 3:15,342.3258,30556,27.5,1,7.5
2024/7/5 3:30,336.2029,30158,27,1,15
2024/7/5 3:45,335.6148,29396,27,1,15
2024/7/5 4:00,330.1261,28893,27,1,15
2024/7/5 4:15,325.4506,28573,27,1,15
2024/7/5 4:30,320.3848,27893,27,1,15
2024/7/5 4:45,319.7354,27545,27,1,28
2024/7/5 5:00,319.7354,27130,27,1,41
2024/7/5 5:15,314.7395,27189,27,1,41
2024/7/5 5:30,309.7437,27212,27,1,41
2024/7/5 5:45,311.742,27454,27,1,41
2024/7/5 6:00,314.7395,28110,27,1,41
2024/7/5 6:15,312,29126,27,1,61.5
2024/7/5 6:30,312,29787,27,1,82
2024/7/5 6:45,311.9994,30859,27.5,1.5,82
2024/7/5 7:00,310,31182,28,2,82
2024/7/5 7:15,310,32635,28.5,1.5,61.5
2024/7/5 7:30,307,34104,29,1,41
2024/7/5 7:45,300,36408,29.5,1.5,41
2024/7/5 8:00,318.9507,41592,30,2,41
2024/7/5 8:15,312.0436,44674,30.5,1.5,41
2024/7/5 8:30,296.9445,46887,31,1,41
2024/7/5 8:45,305.7862,47902,31,1.5,28
2024/7/5 9:00,294.5424,50515,31,2,15
2024/7/5 9:15,312.1953,52854,31.5,2,15
2024/7/5 9:30,316.5758,52554,32,2,15
2024/7/5 9:45,319.8866,53318,32.5,2,15
2024/7/5 10:00,228.723,53983,33,2,15
2024/7/5 10:15,297.1362,53132,32.5,1.5,15
2024/7/5 10:30,211.0855,53003,32,1,15
2024/7/5 10:45,308.9301,53319,32.5,1.5,15
2024/7/5 11:00,238.5659,52987,33,2,15
2024/7/5 11:15,238.9903,53129,33.5,1.5,25.5
2024/7/5 11:30,273.9605,52196,34,1,36
2024/7/5 11:45,284.6717,51019,33.5,2,36
2024/7/5 12:00,146.5318,45518,33,3,36
2024/7/5 12:15,288.1075,45963,34,3,36
2024/7/5 12:30,308.6145,46708,35,3,36
2024/7/5 12:45,309.5801,46995,35.5,2.5,36
2024/7/5 13:00,307.6169,47031,36,2,36
2024/7/5 13:15,326.4074,48381,35.5,2,36
2024/7/5 13:30,330.3699,50230,35,2,36
2024/7/5 13:45,418.7945,53310,35,3,36
2024/7/5 14:00,344.6952,52104,35,4,36
2024/7/5 14:15,318.7101,52133,35.5,4,36
2024/7/5 14:30,328.6097,52616,36,4,36
2024/7/5 14:45,326.6122,52898,36.5,3.5,36
2024/7/5 15:00,336.1749,52976,37,3,36
2024/7/5 15:15,303.7715,53230,36.5,3.5,36
2024/7/5 15:30,268.6595,53780,36,4,36
2024/7/5 15:45,381.0603,54039,36,4,36
2024/7/5 16:00,376.2161,54228,36,4,36
2024/7/5 16:15,349.8925,54637,36,3.5,36
2024/7/5 16:30,370.4574,54220,36,3,36
2024/7/5 16:45,385.5479,53514,35.5,3.5,36
2024/7/5 17:00,392.5307,53617,35,4,36
2024/7/5 17:15,408.8477,53722,35,3.5,36
2024/7/5 17:30,332.4753,51060,35,3,36
2024/7/5 17:45,331.3804,49948,35,4,36
2024/7/5 18:00,334.2366,49858,35,5,36
2024/7/5 18:15,332.9143,50971,34.5,4.5,27
2024/7/5 18:30,341.6588,51791,34,4,18
2024/7/5 18:45,346.7382,52543,33.5,4,19.5
2024/7/5 19:00,359.3585,52607,33,4,21
2024/7/5 19:15,364.7874,53617,33,4,21
2024/7/5 19:30,366.1573,54401,33,4,21
2024/7/5 19:45,371.6071,53333,32.5,4,10.5
2024/7/5 20:00,362.8923,52108,32,4,0
2024/7/5 20:15,367.4928,51276,32,4,0
2024/7/5 20:30,370.0814,51027,32,4,0
2024/7/5 20:45,381.4437,50857,32,4,0
2024/7/5 21:00,397.3085,50409,32,4,0
2024/7/5 21:15,461.4656,49378,31.5,4,0
2024/7/5 21:30,815.0244,49094,31,4,0
2024/7/5 21:45,510.232,48026,31,4,0
2024/7/5 22:00,423.8645,46279,31,4,0
2024/7/5 22:15,462.7996,45207,31,3.5,0
2024/7/5 22:30,603.6887,44510,31,3,0
2024/7/5 22:45,433.7862,42895,31,3,0
2024/7/5 23:00,705.2516,41107,31,3,0
2024/7/5 23:15,463.7819,39818,30.5,2.5,0
2024/7/5 23:30,457.8534,38625,30,2,0
2024/7/5 23:45,394.4055,36917,30,2,0
2024/7/6 0:00,404.1059,37444,30,2,0
2024/7/6 0:15,1396.1425,41538,29.5,2,0
2024/7/6 0:30,801.7559,41562,29,2,0
2024/7/6 0:45,499.5073,42067,29,2,0
2024/7/6 1:00,399.7589,39986,29,2,0
2024/7/6 1:15,449.4882,40517,29.5,2.5,0
2024/7/6 1:30,413.4177,39988,30,3,0
2024/7/6 1:45,411.801,39223,29.5,2.5,0
2024/7/6 2:00,399.1787,38796,29,2,0
2024/7/6 2:15,389.4942,39334,29,2,0
2024/7/6 2:30,369.1576,39451,29,2,0
2024/7/6 2:45,366.3708,39102,29,2,17.5
2024/7/6 3:00,371.4245,38502,29,2,35
2024/7/6 3:15,357.7217,37709,29,2,38
2024/7/6 3:30,367.9418,37717,29,2,41
2024/7/6 3:45,363.7414,36885,29,1.5,41
2024/7/6 4:00,361.3051,36201,29,1,41
2024/7/6 4:15,342.9002,35526,28.5,1,41
2024/7/6 4:30,336.0104,35009,28,1,41
2024/7/6 4:45,333.0688,34718,28,1,41
2024/7/6 5:00,332.5902,34005,28,1,41
2024/7/6 5:15,332.9144,33927,28,1.5,40.5
2024/7/6 5:30,330.6295,34168,28,2,40
2024/7/6 5:45,330.623,34181,28,1.5,40
2024/7/6 6:00,328.662,34725,28,1,40
2024/7/6 6:15,329.6425,35430,28,1,40
2024/7/6 6:30,329.6425,36251,28,1,40
2024/7/6 6:45,325.7204,36995,29,1,40
2024/7/6 7:00,323.8347,37271,30,1,40
2024/7/6 7:15,318.3886,38373,30,1.5,40.5
2024/7/6 7:30,311.1052,39098,30,2,41
2024/7/6 7:45,311.7515,41610,29.5,2.5,38
2024/7/6 8:00,319.7979,45319,29,3,35
2024/7/6 8:15,322.2373,48710,29.5,3,56.5
2024/7/6 8:30,326.6329,51040,30,3,78
2024/7/6 8:45,322.2105,52021,31,2.5,88
2024/7/6 9:00,318.1346,54022,32,2,98
2024/7/6 9:15,310.655,54075,30,2.5,98
2024/7/6 9:30,305.3931,54725,28,3,98
2024/7/6 9:45,298.5178,55520,29,2.5,89.5
2024/7/6 10:00,296.2645,56266,30,2,81
2024/7/6 10:15,189.9283,56027,31,2,81
2024/7/6 10:30,195.3707,56417,32,2,81
2024/7/6 10:45,189.0404,56244,32.5,1.5,81.5
2024/7/6 11:00,198.1392,55885,33,1,82
2024/7/6 11:15,173.5911,56359,33,1.5,82
2024/7/6 11:30,218.6028,55535,33,2,82
2024/7/6 11:45,152.2304,53890,33,1.5,81.5
2024/7/6 12:00,101.7681,49339,33,1,81
2024/7/6 12:15,132.2171,49634,33.5,1,81
2024/7/6 12:30,389.5406,49468,34,1,81
2024/7/6 12:45,309.3653,49842,33.5,1.5,81
2024/7/6 13:00,286.7304,49835,33,2,81
2024/7/6 13:15,313.7474,51186,33.5,1.5,81
2024/7/6 13:30,322.9749,53078,34,1,81
2024/7/6 13:45,325.7935,56216,35,1,81
2024/7/6 14:00,304.3614,54596,36,1,81
2024/7/6 14:15,300.3457,54673,35.5,1.5,81
2024/7/6 14:30,306.8494,54963,35,2,81
