时间,电价(元/kWh),负荷(kW),温度(℃),风速(m/s),云量(%)
2022/1/1 0:00,372.8917,40456222,15,1,0
2022/1/1 0:15,393.635,40143222,14.5,1.5,0
2022/1/1 0:30,367.5862,39277,14,2,0
2022/1/1 0:45,383.8446,38426,14,2,0
2022/1/1 1:00,375.5868,37029,14,2,0
2022/1/1 1:15,391.1182,36761,14,1.5,0
2022/1/1 1:30,379.9082,35424,14,1,0
2022/1/1 1:45,380.8923,34307,14,1,0
2022/1/1 2:00,375.9719,34081,14,1,0
2022/1/1 2:15,385.8127,33720,14,1,0
2022/1/1 2:30,362.7937,33451,14,1,0
2022/1/1 2:45,0,33104,14,1.5,0
2022/1/1 3:00,9.995,32020,14,2,0
2022/1/1 3:15,360.2326,31574,14,2,0
2022/1/1 3:30,343.9989,31070,14,2,0
2022/1/1 3:45,9.995,30586,13.5,2,0
2022/1/1 4:00,244.2636,30396,13,2,0
2022/1/1 4:15,209.4923,29948,13,2,0
2022/1/1 4:30,227.1822,29585,13,2,0
2022/1/1 4:45,182.4396,29060,12.5,2,0
2022/1/1 5:00,200.5215,28942,12,2,0
2022/1/1 5:15,3.6492,28894,12.5,2,0
2022/1/1 5:30,229.383,28878,13,2,0
2022/1/1 5:45,195.878,28468,13,2,0
2022/1/1 6:00,3.041,28734,13,2,0
2022/1/1 6:15,6.7543,28815,13,1.5,0
2022/1/1 6:30,176.3187,28762,13,1,0
2022/1/1 6:45,200.5216,28833,13,1,0
2022/1/1 7:00,355.2095,29275,13,1,0
2022/1/1 7:15,372.7389,30453,13,1,0
2022/1/1 7:30,387.3482,30862,13,1,0
2022/1/1 7:45,384.66,31206,13.5,1,0
2022/1/1 8:00,373.53,30435,14,1,0
2022/1/1 8:15,373.53,30075,14,1,0
2022/1/1 8:30,0,30385,14,1,0
2022/1/1 8:45,364.66,30097,14.5,1,9
2022/1/1 9:00,372.9728,29757,15,1,18
2022/1/1 9:15,0,30207,15,1,18
2022/1/1 9:30,378.4938,30165,15,1,18
2022/1/1 9:45,0,29399,15.5,1,18
2022/1/1 10:00,20.8977,29602,16,1,18
2022/1/1 10:15,22.2117,29120,16.5,1,16.5
2022/1/1 10:30,149.7762,29842,17,1,15
2022/1/1 10:45,386.0333,29708,17.5,1.5,15
2022/1/1 11:00,374.7004,30114,18,2,15
2022/1/1 11:15,404.7145,30830,18.5,1.5,16.5
2022/1/1 11:30,344.1111,30803,19,1,18
2022/1/1 11:45,385.251,31261,19,1,9
2022/1/1 12:00,413.0057,31190,19,1,0
2022/1/1 12:15,396.8636,31060,19.5,1,0
2022/1/1 12:30,395.5348,30604,20,1,0
2022/1/1 12:45,10,29814,20.5,1.5,0
2022/1/1 13:00,329.5361,30174,21,2,0
2022/1/1 13:15,0,30467,21,1.5,0
2022/1/1 13:30,299.8508,29800,21,1,0
2022/1/1 13:45,0,29276,21.5,1,0
2022/1/1 14:00,0,28861,22,1,0
2022/1/1 14:15,0,27943,22.5,1,0
2022/1/1 14:30,0,28182,23,1,0
2022/1/1 14:45,0,28136,22.5,1,0
2022/1/1 15:00,0,28065,22,1,0
2022/1/1 15:15,0,27927,21.5,1.5,0
2022/1/1 15:30,0,28387,21,2,0
2022/1/1 15:45,0,27877,21,2,0
2022/1/1 16:00,0,29161,21,2,0
2022/1/1 16:15,373.3443,29648,21,2,0
2022/1/1 16:30,329.5361,30718,21,2,0
2022/1/1 16:45,364.4787,31964,21,2.5,0
2022/1/1 17:00,386.66,32867,21,3,0
2022/1/1 17:15,381.0698,34586,20.5,4,0
2022/1/1 17:30,405.2751,35945,20,5,0
2022/1/1 17:45,431.4646,36993,19.5,5,0
2022/1/1 18:00,433.4231,39499,19,5,0
2022/1/1 18:15,438.1511,39072,19,4.5,0
2022/1/1 18:30,436.8179,39913,19,4,0
2022/1/1 18:45,410.3593,39876,19,4.5,0
2022/1/1 19:00,410.6583,39095,19,5,0
2022/1/1 19:15,410.3022,38513,19,4.5,0
2022/1/1 19:30,422.5688,37887,19,4,0
2022/1/1 19:45,382.7852,37481,18.5,3.5,0
2022/1/1 20:00,403.5098,37417,18,3,0
2022/1/1 20:15,404.3578,37911,18,3,0
2022/1/1 20:30,408.5885,38074,18,3,0
2022/1/1 20:45,427.2046,38554,18,2.5,0
2022/1/1 21:00,425.6636,39079,18,2,0
2022/1/1 21:15,429.4784,39862,18,2,0
2022/1/1 21:30,427.1129,39989,18,2,0
2022/1/1 21:45,424.499,39721,18,2.5,0
2022/1/1 22:00,433.7309,40951,18,3,0
2022/1/1 22:15,434.6633,40916,17.5,4,0
2022/1/1 22:30,433.4868,39970,17,5,0
2022/1/1 22:45,419,39108,17,4.5,0
2022/1/1 23:00,409.66,37610,17,4,0
2022/1/1 23:15,398,36776,17,4,0
2022/1/1 23:30,385.9902,36272,17,4,0
2022/1/1 23:45,368.2703,34082,17,4,0
2022/1/2 0:00,155,20545,17,4,0
2022/1/2 0:15,398,19619,17,4,0
2022/1/2 0:30,354,18332,17,4,0
2022/1/2 0:45,365.1,17400,16.5,4.5,0
2022/1/2 1:00,361.66,17357,16,5,0
2022/1/2 1:15,350.66,15503,16,5.5,0
2022/1/2 1:30,300,14730,16,6,0
2022/1/2 1:45,10,14923,16,5,0
2022/1/2 2:00,0,14923,16,4,0
2022/1/2 2:15,0,14643,15.5,4.5,0
2022/1/2 2:30,0,14351,15,5,0
2022/1/2 2:45,0,13952,15,4.5,0
2022/1/2 3:00,0,14837,15,4,0
2022/1/2 3:15,0,15142,15,3.5,0
2022/1/2 3:30,0,15243,15,3,0
2022/1/2 3:45,10,15065,14.5,3,0
2022/1/2 4:00,0,14849,14,3,0
2022/1/2 4:15,0,15116,14.5,3,0
2022/1/2 4:30,0,14936,15,3,0
2022/1/2 4:45,0,14903,15,3,0
2022/1/2 5:00,0,14900,15,3,0
2022/1/2 5:15,0,14993,15,2.5,0
2022/1/2 5:30,0,15097,15,2,0
2022/1/2 5:45,0,15065,15,2.5,0
2022/1/2 6:00,0,15407,15,3,0
2022/1/2 6:15,344.17,15593,15,3.5,0
2022/1/2 6:30,10,15537,15,4,0
2022/1/2 6:45,364.66,15784,15,3.5,0
2022/1/2 7:00,365.1,15609,15,3,0
2022/1/2 7:15,398,15797,14.5,3,0
2022/1/2 7:30,411,14766,14,3,0
2022/1/2 7:45,423,14366,14.5,3,0
2022/1/2 8:00,442.6041,13969,15,3,0
2022/1/2 8:15,479.047,12579,15.5,3.5,0
2022/1/2 8:30,483,12076,16,4,0
2022/1/2 8:45,499.4908,11379,16.5,3.5,0
2022/1/2 9:00,467,11337,17,3,0
2022/1/2 9:15,495.2263,11032,17.5,3.5,0
2022/1/2 9:30,485.3854,13345,18,4,0
2022/1/2 9:45,487.6818,13114,18,4,0
2022/1/2 10:00,481.9993,12675,18,4,0
2022/1/2 10:15,479.047,12593,18,3.5,0
2022/1/2 10:30,479.047,12726,18,3,0
2022/1/2 10:45,476.0479,12931,18.5,3,0
2022/1/2 11:00,474.5367,13093,19,3,0
2022/1/2 11:15,479.4571,13460,19.5,3,0
2022/1/2 11:30,483.9674,14871,20,3,0
2022/1/2 11:45,448.7355,15185,20,2.5,0
2022/1/2 12:00,378.1198,15922,20,2,0
2022/1/2 12:15,405.1078,15784,20,2,0
2022/1/2 12:30,419.6055,15174,20,2,0
2022/1/2 12:45,398.2849,14497,20.5,2,0
2022/1/2 13:00,420.11,13824,21,2,0
2022/1/2 13:15,429.6505,13084,21.5,2.5,0
2022/1/2 13:30,429.6505,13270,22,3,0
2022/1/2 13:45,439.2971,13243,22,2.5,0
2022/1/2 14:00,429.6505,12663,22,2,0
2022/1/2 14:15,429.6505,12214,22,2,0
2022/1/2 14:30,429.6505,12716,22,2,0
2022/1/2 14:45,429.6505,12479,22,2,0
2022/1/2 15:00,429.8426,12807,22,2,0
2022/1/2 15:15,429.8426,12922,22.5,1.5,0
2022/1/2 15:30,430.8267,13210,23,1,0
2022/1/2 15:45,466.2539,13569,23,1,0
2022/1/2 16:00,449.5244,14291,23,1,0
2022/1/2 16:15,480,15506,22.5,1.5,0
2022/1/2 16:30,479.8091,16577,22,2,0
2022/1/2 16:45,481.9993,17486,22,1.5,0
2022/1/2 17:00,479.4941,18207,22,1,0
2022/1/2 17:15,498.7288,19768,21.5,1.5,0
2022/1/2 17:30,489.4998,19847,21,2,0
2022/1/2 17:45,506.2664,20535,21,2,0
2022/1/2 18:00,490.1211,20717,21,2,0
2022/1/2 18:15,480.808,22020,21,1.5,0
2022/1/2 18:30,479.4327,22579,21,1,0
2022/1/2 18:45,565.95,22680,20,0.5,0
2022/1/2 19:00,490.9108,22160,19,0,0
2022/1/2 19:15,495.4695,21970,19,1,0
2022/1/2 19:30,506.5867,21690,19,2,0
2022/1/2 19:45,500.1386,21209,18.5,1.5,0
2022/1/2 20:00,502.6732,21055,18,1,0
2022/1/2 20:15,500.1655,20676,18,1.5,0
2022/1/2 20:30,530.1021,20309,18,2,0
2022/1/2 20:45,603.803,20290,18,2,0
2022/1/2 21:00,635.9314,19939,18,2,0
2022/1/2 21:15,564.1771,19588,17.5,1.5,0
2022/1/2 21:30,508.7543,19727,17,1,0
2022/1/2 21:45,549.5956,19755,17,1,0
2022/1/2 22:00,554.9322,19868,17,1,0
2022/1/2 22:15,584.7411,19924,17,1,0
2022/1/2 22:30,533.439,19897,17,1,0
2022/1/2 22:45,502.6878,19371,16.5,1,0
2022/1/2 23:00,451.4335,19648,16,1,0
2022/1/2 23:15,456.5584,21090,16,1.5,0
2022/1/2 23:30,433.5676,21660,16,2,0
2022/1/2 23:45,426.0999,20988,16,2,0
2022/1/3 0:00,450,39439,16,2,0
2022/1/3 0:15,480,40662,15.5,2,0
2022/1/3 0:30,452,39710,15,2,0
2022/1/3 0:45,470,38433,15,2,0
2022/1/3 1:00,460,37052,15,2,0
2022/1/3 1:15,450,36138,14.5,2,0
2022/1/3 1:30,427.26,34953,14,2,0
2022/1/3 1:45,425,34006,14.5,2,0
2022/1/3 2:00,421.56,33994,15,2,0
2022/1/3 2:15,408,33591,15,2.5,0
2022/1/3 2:30,405,33696,15,3,0
2022/1/3 2:45,401,33445,14.5,2.5,0
2022/1/3 3:00,401,33192,14,2,0
2022/1/3 3:15,395,32765,14,2.5,0
2022/1/3 3:30,400,32244,14,3,0
2022/1/3 3:45,401,31622,14,3,0
2022/1/3 4:00,400.9926,31115,14,3,0
2022/1/3 4:15,391,31087,13.5,2.5,0
2022/1/3 4:30,401,30727,13,2,0
2022/1/3 4:45,395.26,30777,13,2,0
2022/1/3 5:00,391.75,30533,13,2,0
2022/1/3 5:15,401,30765,13,1.5,0
2022/1/3 5:30,391,31065,13,1,0
2022/1/3 5:45,400,31860,13,1.5,0
2022/1/3 6:00,400.26,33518,13,2,0
2022/1/3 6:15,398.1557,33616,13,1.5,0
2022/1/3 6:30,410,34719,13,1,0
2022/1/3 6:45,422.26,36496,13,1,0
2022/1/3 7:00,436,37524,13,1,0
2022/1/3 7:15,479.5689,38980,13,1.5,0
2022/1/3 7:30,473.1,40098,13,2,0
2022/1/3 7:45,512,42525,13.5,2,0
2022/1/3 8:00,557.7258,45661,14,2,0
2022/1/3 8:15,703.1119,49667,14.5,2,0
2022/1/3 8:30,606,51400,15,2,0
2022/1/3 8:45,741.1996,52121,15.5,2,0
2022/1/3 9:00,766.2034,52262,16,2,0
2022/1/3 9:15,708.0327,52262,16.5,2,0
2022/1/3 9:30,905.2452,52632,17,2,0
2022/1/3 9:45,845,53935,17.5,2,0
2022/1/3 10:00,696.4579,53770,18,2,0
2022/1/3 10:15,708.2005,54170,18.5,1.5,0
2022/1/3 10:30,596.6684,54192,19,1,0
2022/1/3 10:45,601.0046,53740,19.5,1,0
2022/1/3 11:00,566.5179,53495,20,1,0
2022/1/3 11:15,559.6611,53404,20,1,0
2022/1/3 11:30,591.6268,52503,20,1,0
2022/1/3 11:45,550,50402,20.5,1.5,0
2022/1/3 12:00,458,43879,21,2,0
2022/1/3 12:15,479.4812,41788,21.5,1.5,0
2022/1/3 12:30,486.1297,41037,22,1,0
2022/1/3 12:45,492,40355,22.5,1.5,0
2022/1/3 13:00,492.5013,40909,23,2,0
2022/1/3 13:15,500,42260,23.5,1.5,0
2022/1/3 13:30,550,44484,24,1,0
2022/1/3 13:45,571,48236,24,1,0
2022/1/3 14:00,570,48465,24,1,0
2022/1/3 14:15,575,48868,24,1.5,0
2022/1/3 14:30,572,48939,24,2,0
2022/1/3 14:45,600,49170,24.5,2,0
2022/1/3 15:00,589,48649,25,2,0
2022/1/3 15:15,600,49119,24.5,1.5,0
2022/1/3 15:30,580,48965,24,1,0
2022/1/3 15:45,605,49465,24.5,1,0
2022/1/3 16:00,613.8551,50402,25,1,0
2022/1/3 16:15,662.0581,52102,25,1,0
2022/1/3 16:30,645.5505,51855,25,1,0
2022/1/3 16:45,726.5567,53022,24.5,1.5,0
2022/1/3 17:00,623.0232,53129,24,2,0
2022/1/3 17:15,680.2279,54155,23.5,2,0
2022/1/3 17:30,665.8896,52235,23,2,0
2022/1/3 17:45,740.0304,51804,22.5,2,0
2022/1/3 18:00,679.8229,53028,22,2,0
2022/1/3 18:15,680.8864,54468,21.5,2,0
2022/1/3 18:30,682.6339,55457,21,2,0
2022/1/3 18:45,751.0164,56574,20.5,2,0
2022/1/3 19:00,743.6736,55701,20,2,0
2022/1/3 19:15,763.8957,55853,20,2,0
2022/1/3 19:30,770.5936,55860,20,2,0
2022/1/3 19:45,742.3285,55291,20,1.5,0
2022/1/3 20:00,673.2474,54692,20,1,0
2022/1/3 20:15,708.3977,55097,19.5,1,0
2022/1/3 20:30,794.6855,55578,19,1,0
2022/1/3 20:45,843.5828,55279,18.5,1.5,0
2022/1/3 21:00,1045.0984,54802,18,2,0
2022/1/3 21:15,844.0779,54065,18,1.5,0
2022/1/3 21:30,745.3735,53883,18,1,0
2022/1/3 21:45,697.2518,52482,18,1,0
2022/1/3 22:00,647.3311,51041,18,1,0
2022/1/3 22:15,677.8503,50219,18,1,0
2022/1/3 22:30,579.3115,48046,18,1,0
2022/1/3 22:45,569.2147,45692,17.5,1.5,0
2022/1/3 23:00,530,44175,17,2,0
2022/1/3 23:15,518,43286,17,2,0
2022/1/3 23:30,498,41408,17,2,0
2022/1/3 23:45,470.26,40661,16.5,1.5,0
2022/1/4 0:00,470.6599,41411,16,1,0
2022/1/4 0:15,478.1754,42427,16,1,0
2022/1/4 0:30,486.8442,42762,16,1,0
2022/1/4 0:45,455,41428,16,1,0
2022/1/4 1:00,469.1652,41570,16,1,0
2022/1/4 1:15,455.5329,40395,16,1,0
2022/1/4 1:30,451.584,39349,16,1,0
2022/1/4 1:45,457.018,38735,16,1,0
2022/1/4 2:00,445.9069,38008,16,1,0
2022/1/4 2:15,458,37216,15.5,1,0
2022/1/4 2:30,450,36414,15,1,0
2022/1/4 2:45,430,36078,14.5,1,0
2022/1/4 3:00,460,36460,14,1,0
2022/1/4 3:15,448,35872,14.5,1,0
2022/1/4 3:30,440,35175,15,1,0
2022/1/4 3:45,433,34834,15,1,0
2022/1/4 4:00,433,34532,15,1,0
2022/1/4 4:15,430.1,34123,14.5,1,0
2022/1/4 4:30,436.79,33859,14,1,0
2022/1/4 4:45,430.1,33357,14,1,0
2022/1/4 5:00,441.1413,33624,14,1,0
2022/1/4 5:15,444.046,33797,14.5,1.5,0
2022/1/4 5:30,438.3719,33973,15,2,0
2022/1/4 5:45,458.8003,34702,14.5,2.5,0
2022/1/4 6:00,443.3745,34381,14,3,0
2022/1/4 6:15,454.0945,36097,14,2,0
2022/1/4 6:30,477.6581,37951,14,1,0
2022/1/4 6:45,474.8507,40296,14,1,0
2022/1/4 7:00,480.638,42035,14,1,0
2022/1/4 7:15,511.9303,42424,14,1.5,0
2022/1/4 7:30,521.5408,42245,14,2,0
2022/1/4 7:45,538.8117,42624,14,2,0
2022/1/4 8:00,596.4936,45745,14,2,0
2022/1/4 8:15,618.174,49284,14.5,2,0
2022/1/4 8:30,677.5093,49500,15,2,0
2022/1/4 8:45,696.0653,48779,15.5,2,0
2022/1/4 9:00,650.6129,49386,16,2,0
2022/1/4 9:15,662.5062,49571,16.5,2,0
2022/1/4 9:30,679.5417,49143,17,2,0
2022/1/4 9:45,637.2631,48878,18,2,0
2022/1/4 10:00,588.0587,48211,19,2,0
2022/1/4 10:15,554.5997,48261,19.5,2,0
2022/1/4 10:30,559.5201,48657,20,2,0
2022/1/4 10:45,559.3286,49263,20.5,1.5,0
2022/1/4 11:00,548.6952,49436,21,1,0
2022/1/4 11:15,540.2768,50228,21.5,1.5,0
2022/1/4 11:30,540.0891,48931,22,2,0
2022/1/4 11:45,519.5563,47390,22.5,1.5,0
2022/1/4 12:00,435.39,43865,23,1,0
2022/1/4 12:15,469.6849,43936,23.5,1.5,0
2022/1/4 12:30,458.9078,45219,24,2,0
2022/1/4 12:45,451,45103,24,2,0
2022/1/4 13:00,430,44914,24,2,0
2022/1/4 13:15,453.1,46189,24,2,0
2022/1/4 13:30,490,47475,24,2,0
2022/1/4 13:45,526.9322,47910,24.5,1.5,0
2022/1/4 14:00,550,47623,25,1,0
2022/1/4 14:15,559.4331,46808,24.5,1.5,0
2022/1/4 14:30,550,46554,24,2,0
2022/1/4 14:45,560.9891,47783,24.5,1.5,0
2022/1/4 15:00,562.8218,47585,25,1,0
2022/1/4 15:15,550,48486,24.5,1.5,18
2022/1/4 15:30,553.996,48265,24,2,36
2022/1/4 15:45,550,48291,24,2,36
2022/1/4 16:00,561.9881,48304,24,2,36
2022/1/4 16:15,579.9702,49143,24.5,2,35.5
2022/1/4 16:30,562.3777,48777,25,2,35
2022/1/4 16:45,558.5643,48758,24.5,2,35
2022/1/4 17:00,559.9901,47951,24,2,35
2022/1/4 17:15,560.4162,47926,23.5,2,58
2022/1/4 17:30,565.3317,45862,23,2,81
2022/1/4 17:45,572.2894,45961,23,2,81
2022/1/4 18:00,550.0786,45216,23,2,81
2022/1/4 18:15,548.1215,46290,22.5,2,81
2022/1/4 18:30,558.9219,45997,22,2,81
2022/1/4 18:45,547.7871,45654,22,2,48
2022/1/4 19:00,567.378,45727,22,2,15
2022/1/4 19:15,590.6577,46659,21.5,1.5,15
2022/1/4 19:30,580.3817,46558,21,1,15
2022/1/4 19:45,571.3615,46129,20.5,1,15
2022/1/4 20:00,573.2179,46251,20,1,15
2022/1/4 20:15,587.2382,46618,20.5,2,15
2022/1/4 20:30,577.4271,47247,21,3,15
2022/1/4 20:45,595.087,49038,20.5,2.5,15
2022/1/4 21:00,597.0492,50037,20,2,15
2022/1/4 21:15,629.7033,51230,20,1.5,15
2022/1/4 21:30,636.9445,51801,20,1,15
2022/1/4 21:45,604.9951,51575,20,2,15
2022/1/4 22:00,564.3482,50955,20,3,15
2022/1/4 22:15,566.5952,50036,19.5,2.5,18
2022/1/4 22:30,547.9562,48389,19,2,21
2022/1/4 22:45,538.1153,46202,19,2,21
2022/1/4 23:00,499.7359,44509,19,2,21
2022/1/4 23:15,486.7648,42764,19,1.5,21
2022/1/4 23:30,466.9843,41305,19,1,21
2022/1/4 23:45,355,39758,18.5,1,21
2022/1/5 0:00,389.9883,39727,18,1,21
2022/1/5 0:15,497.2637,39271,18,1,21
2022/1/5 0:30,484.6674,38379,18,1,21
2022/1/5 0:45,455,37596,18,1,21
2022/1/5 1:00,438.79,36464,18,1,21
2022/1/5 1:15,430.0632,34924,17.5,1.5,18
2022/1/5 1:30,417.9108,33953,17,2,15
2022/1/5 1:45,418.0758,32275,17,1.5,28
2022/1/5 2:00,450,30774,17,1,41
2022/1/5 2:15,400,29237,17.5,1.5,62
2022/1/5 2:30,407.22,28211,18,2,83
2022/1/5 2:45,391.79,27157,18,1.5,83
2022/1/5 3:00,418,26131,18,1,83
2022/1/5 3:15,408,25261,17.5,1,83
2022/1/5 3:30,408,24214,17,1,83
2022/1/5 3:45,422.22,24226,17,1,83
2022/1/5 4:00,425,23638,17,1,83
2022/1/5 4:15,420,23871,17,1.5,83
2022/1/5 4:30,410,22866,17,2,83
2022/1/5 4:45,408,22757,17,2.5,83
2022/1/5 5:00,400,23414,17,3,83
2022/1/5 5:15,400,23853,17,2.5,83
2022/1/5 5:30,408,24215,17,2,83
2022/1/5 5:45,400,24085,17,1.5,83
2022/1/5 6:00,402.22,24397,17,1,83
2022/1/5 6:15,420,25088,17,1,83
2022/1/5 6:30,468,25754,17,1,83
2022/1/5 6:45,460,26782,17,1,82
2022/1/5 7:00,500.0724,27520,17,1,81
2022/1/5 7:15,499.4908,28205,17,1.5,81
2022/1/5 7:30,499.6818,29810,17,2,81
2022/1/5 7:45,499.4908,30189,17,1.5,81
2022/1/5 8:00,514.4431,30080,17,1,81
2022/1/5 8:15,541.2481,30514,17.5,1,81
2022/1/5 8:30,653.7201,30439,18,1,81
2022/1/5 8:45,682.3648,31142,18.5,1,48
2022/1/5 9:00,618.9377,30956,19,1,15
2022/1/5 9:15,630.9776,30366,19.5,1,15
2022/1/5 9:30,641.9451,28707,20,1,15
2022/1/5 9:45,697.7309,28129,20.5,1,48
2022/1/5 10:00,623.0485,28472,21,1,81
2022/1/5 10:15,593.2536,28551,21,1,81
2022/1/5 10:30,601.498,28695,21,1,81
2022/1/5 10:45,603.1472,28639,21.5,1,81
2022/1/5 11:00,602.6501,29036,22,1,81
2022/1/5 11:15,600.1014,29667,22.5,1,81
2022/1/5 11:30,591.2048,29410,23,1,81
2022/1/5 11:45,538.1131,28476,23,1,81
2022/1/5 12:00,470.4192,27436,23,1,81
2022/1/5 12:15,509.8352,26879,23.5,1.5,81
2022/1/5 12:30,491.0951,27214,24,2,81
2022/1/5 12:45,493.5678,27415,23.5,2,81
2022/1/5 13:00,494.494,27889,23,2,81
2022/1/5 13:15,500.22,28912,23,2.5,81
2022/1/5 13:30,520,30066,23,3,81
2022/1/5 13:45,581.693,31307,23.5,2.5,81
2022/1/5 14:00,540,32887,24,2,81
2022/1/5 14:15,549.2092,32747,24,1.5,81
2022/1/5 14:30,544.3537,32499,24,1,81
2022/1/5 14:45,556.2246,32606,24.5,2,81.5
2022/1/5 15:00,564.9646,32758,25,3,82
2022/1/5 15:15,547.2746,33100,25,2.5,62
2022/1/5 15:30,549.2201,33324,25,2,42
2022/1/5 15:45,550,33573,24.5,2,42
2022/1/5 16:00,556.319,34155,24,2,42
2022/1/5 16:15,590.263,33123,24,1.5,42
2022/1/5 16:30,606.0714,32646,24,1,42
2022/1/5 16:45,615.8198,32671,24,1,21
2022/1/5 17:00,606.8715,30989,24,1,0
2022/1/5 17:15,610,30243,24,1.5,0
2022/1/5 17:30,560,28572,24,2,0
2022/1/5 17:45,566,27068,23.5,2,0
2022/1/5 18:00,550,26264,23,2,0
2022/1/5 18:15,566.3467,25942,22.5,1.5,0
2022/1/5 18:30,590.5286,25080,22,1,0
2022/1/5 18:45,603.8005,25496,22,1,0
2022/1/5 19:00,594.7399,25442,22,1,0
2022/1/5 19:15,593.194,25641,22,1,0
2022/1/5 19:30,669.8188,25390,22,1,0
2022/1/5 19:45,598.7549,25298,21,1.5,0
2022/1/5 20:00,593.3445,25399,20,2,0
2022/1/5 20:15,632.346,25338,20,1.5,0
2022/1/5 20:30,666.161,25309,20,1,0
2022/1/5 20:45,651.9596,25629,19.5,1,0
2022/1/5 21:00,642.427,25862,19,1,0
2022/1/5 21:15,656.4363,25341,19,1,0
2022/1/5 21:30,748.8208,25455,19,1,0
2022/1/5 21:45,603.6187,25667,18.5,1,0
2022/1/5 22:00,600,25358,18,1,0
2022/1/5 22:15,580,25272,18.5,1,0
2022/1/5 22:30,530,25261,19,1,0
2022/1/5 22:45,530,24442,18.5,1,0
2022/1/5 23:00,500.22,24189,18,1,0
2022/1/5 23:15,500,23804,18,1.5,0
2022/1/5 23:30,480,23467,18,2,0
2022/1/5 23:45,479,23794,17.5,1.5,0
2022/1/6 0:00,451.7782,38962,17,1,0
2022/1/6 0:15,470.0944,41489,17,1,0
2022/1/6 0:30,449.8331,40791,17,1,0
2022/1/6 0:45,443.0576,39998,17,1.5,17.5
2022/1/6 1:00,441.3711,39492,17,2,35
2022/1/6 1:15,425.4131,39134,17,1.5,35
2022/1/6 1:30,423.9123,39003,17,1,35
2022/1/6 1:45,415.8169,38591,17,1,58.5
2022/1/6 2:00,395.9931,37656,17,1,82
2022/1/6 2:15,399.8012,37786,17,1,82
2022/1/6 2:30,394.9936,38586,17,1,82
2022/1/6 2:45,397.8524,38093,17,1,82
2022/1/6 3:00,403.2389,37561,17,1,82
2022/1/6 3:15,397.4282,36851,17,1.5,82
2022/1/6 3:30,395.9931,36719,17,2,82
2022/1/6 3:45,385.3484,36150,16.5,1.5,59
2022/1/6 4:00,379.8111,35241,16,1,36
2022/1/6 4:15,393.9941,34715,16.5,1,18
2022/1/6 4:30,388.5968,33913,17,1,0
2022/1/6 4:45,373.3443,33767,16.5,1.5,0
2022/1/6 5:00,387.5973,33626,16,2,0
2022/1/6 5:15,373.3443,32888,16.5,2,0
2022/1/6 5:30,385.3484,32643,17,2,0
2022/1/6 5:45,388.5568,33335,16.5,2,10
2022/1/6 6:00,399.8012,33704,16,2,20
2022/1/6 6:15,404.7987,34257,16,2,20
2022/1/6 6:30,409.9861,34355,16,2,20
2022/1/6 6:45,419.4514,34382,16,2,10
2022/1/6 7:00,429.7863,33845,16,2,0
2022/1/6 7:15,439.7813,33701,16,2,0
2022/1/6 7:30,449.7763,32610,16,2,0
2022/1/6 7:45,467.7674,33444,16,2,0
2022/1/6 8:00,502.4568,35784,16,2,0
2022/1/6 8:15,499.8127,40362,16.5,2,8
2022/1/6 8:30,539.7316,41416,17,2,16
2022/1/6 8:45,549.7266,43426,17.5,2,8
2022/1/6 9:00,542.7301,43846,18,2,0
2022/1/6 9:15,541.4884,45143,18.5,3,0
2022/1/6 9:30,555.9775,45633,19,4,0
2022/1/6 9:45,571.8058,46161,19.5,4,9
2022/1/6 10:00,539.8516,46473,20,4,18
2022/1/6 10:15,521.7406,46557,20,4,9
2022/1/6 10:30,522.7807,47327,20,4,0
2022/1/6 10:45,518.6831,47846,20.5,4,0
2022/1/6 11:00,511.9919,48182,21,4,0
2022/1/6 11:15,507.8153,48230,21,4,7.5
2022/1/6 11:30,505.5931,48880,21,4,15
2022/1/6 11:45,496.9487,49417,21.5,4,18
2022/1/6 12:00,428.3113,48011,22,4,21
2022/1/6 12:15,460.991,46481,22.5,4.5,20.5
2022/1/6 12:30,446.7205,47365,23,5,20
2022/1/6 12:45,465.5481,47611,23,4.5,10
2022/1/6 13:00,457.114,47601,23,4,0
2022/1/6 13:15,480.6653,47214,23,3.5,0
2022/1/6 13:30,500.533,47328,23,3,0
2022/1/6 13:45,514.9394,49117,23,3,0
2022/1/6 14:00,510.0274,48281,23,3,0
2022/1/6 14:15,505.0476,48391,23,3,0
2022/1/6 14:30,499.5663,48186,23,3,0
2022/1/6 14:45,499.7192,48664,23.5,2.5,0
2022/1/6 15:00,501.2478,48091,24,2,0
2022/1/6 15:15,506.3048,48418,24,2,0
2022/1/6 15:30,506.4295,48348,24,2,0
2022/1/6 15:45,510.0547,48613,24,1.5,0
2022/1/6 16:00,513.4015,48644,24,1,0
2022/1/6 16:15,519.866,48822,23.5,1,0
2022/1/6 16:30,529.046,48773,23,1,0
2022/1/6 16:45,536.858,49240,23,1,0
2022/1/6 17:00,509.7465,49108,23,1,0
2022/1/6 17:15,514.9394,49065,23,1.5,0
2022/1/6 17:30,500.7815,47523,23,2,0
2022/1/6 17:45,500.7815,47693,22.5,2,0
2022/1/6 18:00,500.1,45190,22,2,0
2022/1/6 18:15,530.9538,46632,21.5,3,0
2022/1/6 18:30,509.4262,46619,21,4,0
2022/1/6 18:45,511.3094,46393,20.5,4.5,0
2022/1/6 19:00,505.6582,46007,20,5,0
