QuoteId,UnitId,MarketName,QuoteTime,QuoteSection,QuotePrice,QuoteCapacity,IsUsed
1,Thermal_25,现货市场,1,Section_1,233.36113,147.0,True
2,Thermal_25,现货市场,1,Section_2,237.9155,17.0,True
3,Thermal_25,现货市场,1,Section_3,242.46986,17.0,True
4,Thermal_25,现货市场,1,Section_4,247.02423,17.0,True
5,Thermal_25,现货市场,1,Section_5,251.5786,17.0,True
6,Thermal_25,现货市场,1,Section_6,256.13297,17.0,True
7,Thermal_25,现货市场,1,Section_7,260.68734,17.0,True
8,Thermal_25,现货市场,1,Section_8,265.2417,17.0,True
9,Thermal_25,现货市场,1,Section_9,269.79607,17.0,True
10,Thermal_25,现货市场,1,Section_10,274.35044,17.0,True
11,Thermal_26,现货市场,1,Section_1,233.36113,147.0,True
12,Thermal_26,现货市场,1,Section_2,237.9155,17.0,True
13,Thermal_26,现货市场,1,Section_3,242.46986,17.0,True
14,Thermal_26,现货市场,1,Section_4,247.02423,17.0,True
15,Thermal_26,现货市场,1,Section_5,251.5786,17.0,True
16,Thermal_26,现货市场,1,Section_6,256.13297,17.0,True
17,Thermal_26,现货市场,1,Section_7,260.68734,17.0,True
18,Thermal_26,现货市场,1,Section_8,265.2417,17.0,True
19,Thermal_26,现货市场,1,Section_9,269.79607,17.0,True
20,Thermal_26,现货市场,1,Section_10,274.35044,17.0,True
21,Thermal_27,现货市场,1,Section_1,233.36113,147.0,True
22,Thermal_27,现货市场,1,Section_2,237.9155,17.0,True
23,Thermal_27,现货市场,1,Section_3,242.46986,17.0,True
24,Thermal_27,现货市场,1,Section_4,247.02423,17.0,True
25,Thermal_27,现货市场,1,Section_5,251.5786,17.0,True
26,Thermal_27,现货市场,1,Section_6,256.13297,17.0,True
27,Thermal_27,现货市场,1,Section_7,260.68734,17.0,True
28,Thermal_27,现货市场,1,Section_8,265.2417,17.0,True
29,Thermal_27,现货市场,1,Section_9,269.79607,17.0,True
30,Thermal_27,现货市场,1,Section_10,274.35044,17.0,True
31,Thermal_28,现货市场,1,Section_1,233.36113,147.0,True
32,Thermal_28,现货市场,1,Section_2,237.9155,17.0,True
33,Thermal_28,现货市场,1,Section_3,242.46986,17.0,True
34,Thermal_28,现货市场,1,Section_4,247.02423,17.0,True
35,Thermal_28,现货市场,1,Section_5,251.5786,17.0,True
36,Thermal_28,现货市场,1,Section_6,256.13297,17.0,True
37,Thermal_28,现货市场,1,Section_7,260.68734,17.0,True
38,Thermal_28,现货市场,1,Section_8,265.2417,17.0,True
39,Thermal_28,现货市场,1,Section_9,269.79607,17.0,True
40,Thermal_28,现货市场,1,Section_10,274.35044,17.0,True
