day,period,price,load_MW,thermal_MW,wind_MW,solar_MW,hydro_MW,sdr
20260123,7,226.8448,5188.375493014737,2809.933387751581,378.44210526315794,0.0,2000.0,1.0000000000000004
20260123,8,225.73096,5126.513058416842,2750.00779525895,376.5052631578947,0.0,2000.0,1.0000000000000004
20260123,9,853.98584,5113.817174515233,2745.6908587257617,368.1263157894736,0.0,2000.0,1.0000000000000004
20260123,10,853.98584,5102.603878116338,2745.1301939058153,357.4736842105263,0.0,2000.0,1.0000000000000007
20260123,11,853.98584,5091.390581717448,2744.569529085872,346.82105263157894,0.0,2000.0,1.0000000000000004
20260123,12,853.98584,5080.177285318555,2744.0088642659257,336.1684210526316,0.0,2000.0,1.0000000000000004
20260123,13,853.98584,5071.911357340716,2743.595567867034,328.3157894736842,0.0,2000.0,1.0000000000000004
20260123,14,853.98584,5065.540166204982,2743.277008310247,322.2631578947369,0.0,2000.0,1.0000000000000004
20260123,15,853.98584,5059.168975069247,2742.9584487534603,316.2105263157895,0.0,2000.0,1.0000000000000004
20260123,16,853.98584,5052.797783933514,2742.639889196674,310.1578947368421,0.0,2000.0,1.0000000000000004
20260123,17,853.98584,5044.7202216066435,2742.236011080331,302.48421052631585,0.0,2000.0,1.0000000000000007
20260123,18,225.73096,5055.685053587369,2762.642948324214,293.0421052631579,0.0,2000.0,1.0000000000000004
20260123,19,226.8448,5076.30586512,2792.7058651200023,283.59999999999997,0.0,2000.0,1.0000000000000004
20260123,20,226.8448,5096.926676652632,2822.7687819157927,274.15789473684214,0.0,2000.0,1.0000000000000004
20260123,21,221.6032,5210.789418593683,2946.4946817515797,264.2947368421053,0.0,2000.0,1.0000000000000004
20260123,22,238.76944,5499.480780050526,3245.8386747873687,253.6421052631579,0.0,2000.0,1.0000000000000002
20260123,23,239.88328,5788.172141507369,3545.182667823157,242.9894736842106,0.0,2000.0,0.9999999999999999
20260123,24,241.0408,6076.863502964211,3844.5266608589477,232.3368421052631,0.0,2000.0,1.0
20260123,25,243.2248,6356.589294189475,4134.141925768421,222.3684210526315,0.0789473684210522,2000.0,0.9999999999999997
20260123,26,244.33864,6604.039032581053,4388.733769423158,214.8631578947368,0.4421052631578948,2000.0,1.0
20260123,27,244.72448,6851.488770972633,4643.3256130778955,207.3578947368421,0.8052631578947376,2000.0,1.0
20260123,28,246.16228,7098.938509364211,4897.91745673263,199.85263157894738,1.168421052631578,2000.0,0.9999999999999998
20260123,29,246.56632,7341.008905616842,5145.0457477221025,191.9684210526316,3.9947368421052696,2000.0,0.9999999999999998
20260123,30,247.6801600000001,7526.596209410528,5313.806735726314,180.1052631578947,32.68421052631584,2000.0,0.9999999999999997
20260123,31,248.40816,7712.183513204211,5482.567723730524,168.2421052631579,61.37368421052629,2000.0,0.9999999999999998
20260123,32,248.794,7897.770816997894,5651.328711734736,156.3789473684211,90.06315789473685,2000.0,1.0
20260123,33,249.84596,8083.3581207915795,5820.0896997389455,144.5157894736842,118.7526315789474,2000.0,0.9999999999999997
20260123,34,249.5948,8111.151388509474,5793.077704298948,137.74736842105258,180.32631578947368,2000.0,1.0000000000000002
20260123,35,249.5948,8131.7722000421045,5757.166936884209,131.2105263157895,243.3947368421051,2000.0,0.9999999999999998
20260123,36,248.794,8152.393011574738,5721.256169469474,124.67368421052629,306.463157894737,2000.0,1.0
20260123,37,248.794,8173.013823107368,5685.345402054735,118.13684210526321,369.5315789473685,2000.0,0.9999999999999999
20260123,38,248.794,8176.600051199997,5604.400051200001,158.5999999999999,413.59999999999985,2000.0,1.0000000000000004
20260123,39,248.40816,8176.600051199997,5513.9737354105255,208.95789473684218,453.66842105263174,2000.0,1.0000000000000002
20260123,40,247.6801600000001,8176.600051199997,5423.547419621052,259.3157894736842,493.7368421052631,2000.0,1.0000000000000002
20260123,41,247.6801600000001,8176.600051199997,5333.121103831577,309.6736842105262,533.8052631578946,2000.0,1.0000000000000002
20260123,42,247.36712,8162.255138829474,5240.644612513682,341.0000000000001,580.6105263157895,2000.0,0.9999999999999997
20260123,43,246.56632,8141.634327296841,5147.271169402104,364.0,630.3631578947368,2000.0,1.0
20260123,44,246.56632,8121.01351576421,5053.897726290525,387.0,680.115789473684,2000.0,0.9999999999999999
20260123,45,246.25328,8100.392704231578,4960.5242831789465,409.99999999999994,729.8684210526317,2000.0,1.0
20260123,46,246.16228,8091.427134000001,4901.86397610526,441.48421052631585,748.078947368421,2000.0,0.9999999999999994
20260123,47,245.45248,8091.427134000001,4869.906081368419,479.4947368421052,742.0263157894736,2000.0,0.9999999999999996
20260123,48,245.45248,8091.427134000001,4837.9481866315755,517.5052631578949,735.9736842105264,2000.0,0.9999999999999994
20260123,49,245.45248,8091.427134000001,4805.990291894734,555.5157894736843,729.921052631579,2000.0,0.9999999999999994
20260123,50,245.45248,8091.427134000001,4799.769239263155,584.4736842105262,707.1842105263161,2000.0,0.9999999999999994
20260123,51,245.45248,8091.427134000001,4827.006081368419,601.663157894737,662.7578947368419,2000.0,0.9999999999999996
20260123,52,245.45248,8091.427134000001,4854.242923473682,618.8526315789474,618.3315789473684,2000.0,0.9999999999999996
20260123,53,245.45248,8091.427134000001,4881.479765578944,636.0421052631577,573.9052631578949,2000.0,0.9999999999999994
20260123,54,246.16228,8078.87533567579,4896.53323041263,645.0526315789473,537.2894736842104,2000.0,0.9999999999999998
20260123,55,245.45248,8037.633712610527,4883.738975768422,635.3684210526316,518.5263157894738,2000.0,1.0000000000000002
20260123,56,245.45248,7996.392089545263,4870.944721124208,625.6842105263157,499.7631578947368,2000.0,0.9999999999999997
20260123,57,245.45248,7955.15046648,4858.1504664799995,615.9999999999999,480.9999999999999,2000.0,0.9999999999999999
20260123,58,245.45248,7924.667527692631,4856.051738218948,608.6736842105262,459.94210526315806,2000.0,1.0000000000000002
20260123,59,246.16228,7945.288339225264,4904.75676027789,612.5473684210526,427.98421052631585,2000.0,0.9999999999999993
20260123,60,246.25328,7965.909150757895,4953.461782336843,616.4210526315791,396.0263157894737,2000.0,1.0
20260123,61,246.25328,7986.529962290526,5002.166804395785,620.2947368421053,364.0684210526315,2000.0,0.9999999999999996
