day,unit_id,plant_name,mc,alpha_phys,alpha_pred,markup,sec1_price,sec10_price,bs3_sec1,sdr,pred_spike
20260319,Thermal_7,G15,196.28,-0.09551757453392526,0.0032486743666262767,-0.05,232.88247,242.4058,245.13944,2.025474774389444,0.0
20260319,Thermal_8,G15,196.28,-0.09551757453392526,0.0032486743666262767,-0.05,232.88247,242.4058,245.13944,2.025474774389444,0.0
20260320,Thermal_7,G15,196.28,-0.10096969494919263,0.005470299017077699,-0.05,232.88247,242.4058,245.13944,2.168596163943241,0.09375
20260320,Thermal_8,G15,196.28,-0.10096969494919263,0.005470299017077699,-0.05,232.88247,242.4058,245.13944,2.168596163943241,0.09375
20260321,Thermal_7,G15,196.28,-0.09448446868913694,0.0032486743666262767,-0.05,232.88247,242.4058,245.13944,2.149847375245101,0.03125
20260321,Thermal_8,G15,196.28,-0.09448446868913694,0.0032486743666262767,-0.05,232.88247,242.4058,245.13944,2.149847375245101,0.03125
20260322,Thermal_7,G15,196.28,-0.10295171624893648,-0.0012149262025754077,-0.05,232.88247,242.4058,245.13944,2.180539335942309,0.07291666666666667
20260322,Thermal_8,G15,196.28,-0.10295171624893648,-0.0012149262025754077,-0.05,232.88247,242.4058,245.13944,2.180539335942309,0.07291666666666667
20260323,Thermal_7,G15,196.28,-0.11169549697123039,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.737064367019622,0.2916666666666667
20260323,Thermal_8,G15,196.28,-0.11169549697123039,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.737064367019622,0.2916666666666667
20260324,Thermal_7,G15,196.28,-0.09948747741202121,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.905675200834874,0.2708333333333333
20260324,Thermal_8,G15,196.28,-0.09948747741202121,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.905675200834874,0.2708333333333333
20260325,Thermal_7,G15,196.28,-0.09050715158453956,-0.0007943326615802517,-0.05,232.88247,242.4058,245.13944,2.244878047174183,0.11458333333333333
20260325,Thermal_8,G15,196.28,-0.09050715158453956,-0.0007943326615802517,-0.05,232.88247,242.4058,245.13944,2.244878047174183,0.11458333333333333
20260326,Thermal_7,G15,196.28,-0.10902674562180352,0.005582853555444758,-0.05,232.88247,242.4058,245.13944,2.188650677392728,0.09375
20260326,Thermal_8,G15,196.28,-0.10902674562180352,0.005582853555444758,-0.05,232.88247,242.4058,245.13944,2.188650677392728,0.09375
20260327,Thermal_7,G15,196.28,-0.11326778349562408,-0.0016507750248283533,-0.05,232.88247,242.4058,245.13944,2.19643078960617,0.14583333333333334
20260327,Thermal_8,G15,196.28,-0.11326778349562408,-0.0016507750248283533,-0.05,232.88247,242.4058,245.13944,2.19643078960617,0.14583333333333334
20260328,Thermal_7,G15,196.28,-0.10498313101097428,-0.0037954874028567893,-0.05,232.88247,242.4058,245.13944,2.177454887776905,0.125
20260328,Thermal_8,G15,196.28,-0.10498313101097428,-0.0037954874028567893,-0.05,232.88247,242.4058,245.13944,2.177454887776905,0.125
20260329,Thermal_7,G15,196.28,-0.09626219531761991,0.0004883120359078632,-0.05,232.88247,242.4058,245.13944,2.420881364120993,0.21875
20260329,Thermal_8,G15,196.28,-0.09626219531761991,0.0004883120359078632,-0.05,232.88247,242.4058,245.13944,2.420881364120993,0.21875
20260330,Thermal_7,G15,196.28,-0.1050331710072195,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.804236339735726,0.2708333333333333
20260330,Thermal_8,G15,196.28,-0.1050331710072195,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.804236339735726,0.2708333333333333
20260331,Thermal_7,G15,196.28,-0.10568154500318053,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.909085318821026,0.3333333333333333
20260331,Thermal_8,G15,196.28,-0.10568154500318053,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.909085318821026,0.3333333333333333
20260401,Thermal_7,G15,196.28,-0.09991815533596426,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.244428458239788,0.23958333333333334
20260401,Thermal_8,G15,196.28,-0.09991815533596426,0.0010032199389125105,-0.05,232.88247,242.4058,245.13944,2.244428458239788,0.23958333333333334
