day,unit_id,plant_name,base_revenue,strat_revenue,delta_revenue,base_clear_periods,strat_clear_periods,base_price,strat_price
20260319,Thermal_7,G15,89.21698495999993,96.07514112499999,6.858156165000054,58,80,245.13944,232.88247
20260319,Thermal_8,G15,89.21698495999993,96.07514112499999,6.858156165000054,58,80,245.13944,232.88247
20260320,Thermal_7,G15,60.50605292000006,61.23745688000028,0.7314039600002218,60,70,245.13944,232.88247
20260320,Thermal_8,G15,60.50605292000006,61.23745688000028,0.7314039600002218,60,70,245.13944,232.88247
20260321,Thermal_7,G15,14.880990687894752,21.040911552894954,6.159920865000203,48,69,245.13944,232.88247
20260321,Thermal_8,G15,14.880990687894752,21.040911552894954,6.159920865000203,48,69,245.13944,232.88247
20260322,Thermal_7,G15,110.32823431684224,109.22288104684216,-1.10535327000008,78,86,245.13944,232.88247
20260322,Thermal_8,G15,110.32823431684224,109.22288104684216,-1.10535327000008,78,86,245.13944,232.88247
20260323,Thermal_7,G15,274.73227000526276,272.8500214622625,-1.882248543000287,90,94,245.13944,232.88247
20260323,Thermal_8,G15,274.73227000526276,272.8500214622625,-1.882248543000287,90,94,245.13944,232.88247
20260324,Thermal_7,G15,444.9533421342102,443.26340033520967,-1.6899417990005077,95,96,245.13944,232.88247
20260324,Thermal_8,G15,444.9533421342102,443.26340033520967,-1.6899417990005077,95,96,245.13944,232.88247
20260325,Thermal_7,G15,75.25736973578948,79.19149066778957,3.9341209320000843,63,80,245.13944,232.88247
20260325,Thermal_8,G15,75.25736973578948,79.19149066778957,3.9341209320000843,63,80,245.13944,232.88247
20260326,Thermal_7,G15,30.635972053684227,32.49532740468442,1.8593553510001897,53,65,245.13944,232.88247
20260326,Thermal_8,G15,30.635972053684227,32.49532740468442,1.8593553510001897,53,65,245.13944,232.88247
20260327,Thermal_7,G15,132.99719150000013,132.14849804599956,-0.8486934540005677,84,93,245.13944,232.88247
20260327,Thermal_8,G15,132.99719150000013,132.14849804599956,-0.8486934540005677,84,93,245.13944,232.88247
20260328,Thermal_7,G15,91.17005747631586,91.40040301131594,0.23034553500008315,77,88,245.13944,232.88247
20260328,Thermal_8,G15,91.17005747631586,91.40040301131594,0.23034553500008315,77,88,245.13944,232.88247
20260329,Thermal_7,G15,211.04549348789467,211.2388586738942,0.19336518599953934,78,86,245.13944,232.88247
20260329,Thermal_8,G15,211.04549348789467,211.2388586738942,0.19336518599953934,78,86,245.13944,232.88247
20260330,Thermal_7,G15,202.53559272894725,203.43071466294654,0.8951219339992917,85,96,245.13944,232.88247
20260330,Thermal_8,G15,202.53559272894725,203.43071466294654,0.8951219339992917,85,96,245.13944,232.88247
20260331,Thermal_7,G15,272.9666765252631,273.642587040262,0.6759105149989182,87,96,245.13944,232.88247
20260331,Thermal_8,G15,272.9666765252631,273.642587040262,0.6759105149989182,87,96,245.13944,232.88247
20260401,Thermal_7,G15,151.1143341910529,154.15482145905256,3.0404872679996515,63,76,245.13944,232.88247
20260401,Thermal_8,G15,151.1143341910529,154.15482145905256,3.0404872679996515,63,76,245.13944,232.88247
