QuoteId,UnitId,MarketName,QuoteTime,QuoteSection,QuotePrice,QuoteCapacity,IsUsed
1,Thermal_1,现货市场,1,Section_1,217.91936,276.0,True
2,Thermal_1,现货市场,1,Section_2,219.01081,36.0,True
3,Thermal_1,现货市场,1,Section_3,220.10226,36.0,True
4,Thermal_1,现货市场,1,Section_4,221.19371,36.0,True
5,Thermal_1,现货市场,1,Section_5,222.28516,36.0,True
6,Thermal_1,现货市场,1,Section_6,223.37662,36.0,True
7,Thermal_1,现货市场,1,Section_7,224.46807,36.0,True
8,Thermal_1,现货市场,1,Section_8,225.55952,36.0,True
9,Thermal_1,现货市场,1,Section_9,226.65097,36.0,True
10,Thermal_1,现货市场,1,Section_10,227.74242,36.0,True
11,Thermal_2,现货市场,1,Section_1,217.91936,276.0,True
12,Thermal_2,现货市场,1,Section_2,219.01081,36.0,True
13,Thermal_2,现货市场,1,Section_3,220.10226,36.0,True
14,Thermal_2,现货市场,1,Section_4,221.19371,36.0,True
15,Thermal_2,现货市场,1,Section_5,222.28516,36.0,True
16,Thermal_2,现货市场,1,Section_6,223.37662,36.0,True
17,Thermal_2,现货市场,1,Section_7,224.46807,36.0,True
18,Thermal_2,现货市场,1,Section_8,225.55952,36.0,True
19,Thermal_2,现货市场,1,Section_9,226.65097,36.0,True
20,Thermal_2,现货市场,1,Section_10,227.74242,36.0,True
