day,unit_id,plant_name,mc,alpha_phys,alpha_pred,markup,sec1_price,sec10_price,bs3_sec1,sdr,pred_spike
20260319,Thermal_1,G13,178.78,0.06590351873745649,-0.0017559973062381941,0.0641475214312183,236.65517,247.32278,222.38944,2.025474774389444,0.0
20260319,Thermal_2,G13,178.78,0.06590351873745649,-0.0017559973062381941,0.0641475214312183,236.65517,247.32278,222.38944,2.025474774389444,0.0
20260320,Thermal_1,G13,178.78,0.042142752403978585,0.0006704543406577312,0.04281320674463632,231.91065,242.36439,222.38944,2.168596163943241,0.09375
20260320,Thermal_2,G13,178.78,0.042142752403978585,0.0006704543406577312,0.04281320674463632,231.91065,242.36439,222.38944,2.168596163943241,0.09375
20260321,Thermal_1,G13,178.78,-0.018344249421499058,-0.0017559973062381941,-0.02010024672773725,217.91936,227.74242,222.38944,2.149847375245101,0.03125
20260321,Thermal_2,G13,178.78,-0.018344249421499058,-0.0017559973062381941,-0.02010024672773725,217.91936,227.74242,222.38944,2.149847375245101,0.03125
20260322,Thermal_1,G13,178.78,0.007080835975159763,-0.0031979377558394484,0.003882898219320314,223.25296,233.31644,222.38944,2.180539335942309,0.07291666666666667
20260322,Thermal_2,G13,178.78,0.007080835975159763,-0.0031979377558394484,0.003882898219320314,223.25296,233.31644,222.38944,2.180539335942309,0.07291666666666667
20260323,Thermal_1,G13,178.78,0.038683600946730956,-0.0008935093717738184,0.037790091574957135,230.79356,241.19695,222.38944,2.737064367019622,0.2916666666666667
20260323,Thermal_2,G13,178.78,0.038683600946730956,-0.0008935093717738184,0.037790091574957135,230.79356,241.19695,222.38944,2.737064367019622,0.2916666666666667
20260324,Thermal_1,G13,178.78,0.029550564900214876,-0.0008935093717738184,0.02865705552844106,228.76247,239.0743,222.38944,2.905675200834874,0.2708333333333333
20260324,Thermal_2,G13,178.78,0.029550564900214876,-0.0008935093717738184,0.02865705552844106,228.76247,239.0743,222.38944,2.905675200834874,0.2708333333333333
20260325,Thermal_1,G13,178.78,0.02788824123945875,-0.001798505733894805,0.026089735505563944,228.19152,238.47762,222.38944,2.244878047174183,0.11458333333333333
20260325,Thermal_2,G13,178.78,0.02788824123945875,-0.001798505733894805,0.026089735505563944,228.19152,238.47762,222.38944,2.244878047174183,0.11458333333333333
20260326,Thermal_1,G13,178.78,-0.029308733439881378,0.005469248077024509,-0.02383948536285687,217.08779,226.87337,222.38944,2.188650677392728,0.09375
20260326,Thermal_2,G13,178.78,-0.029308733439881378,0.005469248077024509,-0.02383948536285687,217.08779,226.87337,222.38944,2.188650677392728,0.09375
20260327,Thermal_1,G13,178.78,0.04167977094219559,0.0022112263575195684,0.043890997299715157,232.15033,242.61488,222.38944,2.19643078960617,0.14583333333333334
20260327,Thermal_2,G13,178.78,0.04167977094219559,0.0022112263575195684,0.043890997299715157,232.15033,242.61488,222.38944,2.19643078960617,0.14583333333333334
20260328,Thermal_1,G13,178.78,0.012802494304450988,-0.0015068968172274456,0.011295597487223542,224.90146,235.03925,222.38944,2.177454887776905,0.125
20260328,Thermal_2,G13,178.78,0.012802494304450988,-0.0015068968172274456,0.011295597487223542,224.90146,235.03925,222.38944,2.177454887776905,0.125
20260329,Thermal_1,G13,178.78,-0.03662527722092907,-0.0008935093717738184,-0.03751878659270289,214.04566,223.69411,222.38944,2.420881364120993,0.21875
20260329,Thermal_2,G13,178.78,-0.03662527722092907,-0.0008935093717738184,-0.03751878659270289,214.04566,223.69411,222.38944,2.420881364120993,0.21875
20260330,Thermal_1,G13,178.78,0.03327218018525478,-0.0008935093717738184,0.03237867081348096,229.59011,239.93926,222.38944,2.804236339735726,0.2708333333333333
20260330,Thermal_2,G13,178.78,0.03327218018525478,-0.0008935093717738184,0.03237867081348096,229.59011,239.93926,222.38944,2.804236339735726,0.2708333333333333
20260331,Thermal_1,G13,178.78,0.039531012112164,-0.0008935093717738184,0.03863750274039018,230.98201,241.3939,222.38944,2.909085318821026,0.3333333333333333
20260331,Thermal_2,G13,178.78,0.039531012112164,-0.0008935093717738184,0.03863750274039018,230.98201,241.3939,222.38944,2.909085318821026,0.3333333333333333
20260401,Thermal_1,G13,178.78,0.039001136094536315,-0.0008935093717738184,0.038107626722762494,230.86417,241.27075,222.38944,2.244428458239788,0.23958333333333334
20260401,Thermal_2,G13,178.78,0.039001136094536315,-0.0008935093717738184,0.038107626722762494,230.86417,241.27075,222.38944,2.244428458239788,0.23958333333333334
