day,unit_id,plant_name,base_revenue,strat_revenue,delta_revenue,base_clear_periods,strat_clear_periods,base_price,strat_price
20260319,Thermal_25,G19,20.774522400000016,25.6021725525001,4.827650152500084,15,50,253.6534,233.36113
20260319,Thermal_26,G19,20.774522400000016,25.6021725525001,4.827650152500084,15,50,253.6534,233.36113
20260319,Thermal_27,G19,20.774522400000016,25.6021725525001,4.827650152500084,15,50,253.6534,233.36113
20260319,Thermal_28,G19,20.774522400000016,25.6021725525001,4.827650152500084,15,50,253.6534,233.36113
20260320,Thermal_25,G19,5.559961920000013,11.50203656550002,5.942074645500007,17,59,253.6534,233.36113
20260320,Thermal_26,G19,5.559961920000013,11.50203656550002,5.942074645500007,17,59,253.6534,233.36113
20260320,Thermal_27,G19,5.559961920000013,11.50203656550002,5.942074645500007,17,59,253.6534,233.36113
20260320,Thermal_28,G19,5.559961920000013,11.50203656550002,5.942074645500007,17,59,253.6534,233.36113
20260321,Thermal_25,G19,-15.012561146052635,-9.96747601705264,5.045085128999995,10,46,253.6534,233.36113
20260321,Thermal_26,G19,-15.012561146052635,-9.96747601705264,5.045085128999995,10,46,253.6534,233.36113
20260321,Thermal_27,G19,-15.012561146052635,-9.96747601705264,5.045085128999995,10,46,253.6534,233.36113
20260321,Thermal_28,G19,-15.012561146052635,-9.96747601705264,5.045085128999995,10,46,253.6534,233.36113
20260322,Thermal_25,G19,28.917656578421088,34.14371382742124,5.226057249000149,35,78,253.6534,233.36113
20260322,Thermal_26,G19,28.917656578421088,34.14371382742124,5.226057249000149,35,78,253.6534,233.36113
20260322,Thermal_27,G19,28.917656578421088,34.14371382742124,5.226057249000149,35,78,253.6534,233.36113
20260322,Thermal_28,G19,28.917656578421088,34.14371382742124,5.226057249000149,35,78,253.6534,233.36113
20260323,Thermal_25,G19,110.45148592263152,116.09095812813143,5.639472205499914,47,90,253.6534,233.36113
20260323,Thermal_26,G19,110.45148592263152,116.09095812813143,5.639472205499914,47,90,253.6534,233.36113
20260323,Thermal_27,G19,110.45148592263152,116.09095812813143,5.639472205499914,47,90,253.6534,233.36113
20260323,Thermal_28,G19,110.45148592263152,116.09095812813143,5.639472205499914,47,90,253.6534,233.36113
20260324,Thermal_25,G19,201.44725812710521,202.09143535310534,0.6441772260001244,84,95,253.6534,233.36113
20260324,Thermal_26,G19,201.44725812710521,202.09143535310534,0.6441772260001244,84,95,253.6534,233.36113
20260324,Thermal_27,G19,201.44725812710521,202.09143535310534,0.6441772260001244,84,95,253.6534,233.36113
20260324,Thermal_28,G19,201.44725812710521,202.09143535310534,0.6441772260001244,84,95,253.6534,233.36113
20260325,Thermal_25,G19,13.390483162894746,18.416091453394813,5.025608290500067,23,61,253.6534,233.36113
20260325,Thermal_26,G19,13.390483162894746,18.416091453394813,5.025608290500067,23,61,253.6534,233.36113
20260325,Thermal_27,G19,13.390483162894746,18.416091453394813,5.025608290500067,23,61,253.6534,233.36113
20260325,Thermal_28,G19,13.390483162894746,18.416091453394813,5.025608290500067,23,61,253.6534,233.36113
20260326,Thermal_25,G19,-7.993807713157896,-2.860387155157916,5.13342055799998,13,50,253.6534,233.36113
20260326,Thermal_26,G19,-7.993807713157896,-2.860387155157916,5.13342055799998,13,50,253.6534,233.36113
20260326,Thermal_27,G19,-7.993807713157896,-2.860387155157916,5.13342055799998,13,50,253.6534,233.36113
20260326,Thermal_28,G19,-7.993807713157896,-2.860387155157916,5.13342055799998,13,50,253.6534,233.36113
20260327,Thermal_25,G19,39.55368084,44.617312097999985,5.063631257999987,39,83,253.6534,233.36113
20260327,Thermal_26,G19,39.55368084,44.617312097999985,5.063631257999987,39,83,253.6534,233.36113
20260327,Thermal_27,G19,39.55368084,44.617312097999985,5.063631257999987,39,83,253.6534,233.36113
20260327,Thermal_28,G19,39.55368084,44.617312097999985,5.063631257999987,39,83,253.6534,233.36113
20260328,Thermal_25,G19,20.35725610815792,24.527262606158047,4.170006498000127,38,77,253.6534,233.36113
20260328,Thermal_26,G19,20.35725610815792,24.527262606158047,4.170006498000127,38,77,253.6534,233.36113
20260328,Thermal_27,G19,20.35725610815792,24.527262606158047,4.170006498000127,38,77,253.6534,233.36113
20260328,Thermal_28,G19,20.35725610815792,24.527262606158047,4.170006498000127,38,77,253.6534,233.36113
20260329,Thermal_25,G19,79.16805667894735,85.52507382094726,6.357017141999904,35,78,253.6534,233.36113
20260329,Thermal_26,G19,79.16805667894735,85.52507382094726,6.357017141999904,35,78,253.6534,233.36113
20260329,Thermal_27,G19,79.16805667894735,85.52507382094726,6.357017141999904,35,78,253.6534,233.36113
20260329,Thermal_28,G19,79.16805667894735,85.52507382094726,6.357017141999904,35,78,253.6534,233.36113
20260330,Thermal_25,G19,73.94047418447363,80.06148808697353,6.121013902499897,39,85,253.6534,233.36113
20260330,Thermal_26,G19,73.94047418447363,80.06148808697353,6.121013902499897,39,85,253.6534,233.36113
