day,unit_id,plant_name,mc,alpha_phys,alpha_pred,markup,sec1_price,sec10_price,bs3_sec1,sdr,pred_spike
20260319,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.025474774389444,0.0
20260319,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.025474774389444,0.0
20260319,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.025474774389444,0.0
20260319,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.025474774389444,0.0
20260320,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.168596163943241,0.09375
20260320,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.168596163943241,0.09375
20260320,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.168596163943241,0.09375
20260320,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.168596163943241,0.09375
20260321,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.149847375245101,0.03125
20260321,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.149847375245101,0.03125
20260321,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.149847375245101,0.03125
20260321,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.149847375245101,0.03125
20260322,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.180539335942309,0.07291666666666667
20260322,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.180539335942309,0.07291666666666667
20260322,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.180539335942309,0.07291666666666667
20260322,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.180539335942309,0.07291666666666667
20260323,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.737064367019622,0.2916666666666667
20260323,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.737064367019622,0.2916666666666667
20260323,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.737064367019622,0.2916666666666667
20260323,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.737064367019622,0.2916666666666667
20260324,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.905675200834874,0.2708333333333333
20260324,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.905675200834874,0.2708333333333333
20260324,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.905675200834874,0.2708333333333333
20260324,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.905675200834874,0.2708333333333333
20260325,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.244878047174183,0.11458333333333333
20260325,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.244878047174183,0.11458333333333333
20260325,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.244878047174183,0.11458333333333333
20260325,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.244878047174183,0.11458333333333333
20260326,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.188650677392728,0.09375
20260326,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.188650677392728,0.09375
20260326,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.188650677392728,0.09375
20260326,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.188650677392728,0.09375
20260327,Thermal_25,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.19643078960617,0.14583333333333334
20260327,Thermal_26,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.19643078960617,0.14583333333333334
20260327,Thermal_27,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.19643078960617,0.14583333333333334
20260327,Thermal_28,G19,229.39000000000004,-0.12000000000000001,1.3877787807814457e-17,-0.08,233.36113,274.35044,253.6534,2.19643078960617,0.14583333333333334
