day,unit_id,plant_name,base_revenue,strat_revenue,delta_revenue,base_clear_periods,strat_clear_periods,base_price,strat_price
20260319,Thermal_21,G18,35.35718869999998,32.65239682000015,-2.7047918799998314,87,95,233.67344,210.3061
20260319,Thermal_22,G18,35.35718869999998,32.65239682000015,-2.7047918799998314,87,95,233.67344,210.3061
20260319,Thermal_23,G18,35.35718869999998,32.65239682000015,-2.7047918799998314,87,95,233.67344,210.3061
20260319,Thermal_24,G18,35.35718869999998,32.65239682000015,-2.7047918799998314,87,95,233.67344,210.3061
20260320,Thermal_21,G18,23.570272860000053,22.122359176000067,-1.4479136839999853,78,96,233.67344,210.3061
20260320,Thermal_22,G18,23.570272860000053,22.122359176000067,-1.4479136839999853,78,96,233.67344,210.3061
20260320,Thermal_23,G18,23.570272860000053,22.122359176000067,-1.4479136839999853,78,96,233.67344,210.3061
20260320,Thermal_24,G18,23.570272860000053,22.122359176000067,-1.4479136839999853,78,96,233.67344,210.3061
20260321,Thermal_21,G18,11.223564842631637,8.926499554631667,-2.2970652879999705,82,96,233.67344,210.3061
20260321,Thermal_22,G18,11.223564842631637,8.926499554631667,-2.2970652879999705,82,96,233.67344,210.3061
20260321,Thermal_23,G18,11.223564842631637,8.926499554631667,-2.2970652879999705,82,96,233.67344,210.3061
20260321,Thermal_24,G18,11.223564842631637,8.926499554631667,-2.2970652879999705,82,96,233.67344,210.3061
20260322,Thermal_21,G18,39.45034397894741,36.45494093894741,-2.9954030399999994,90,96,233.67344,210.3061
20260322,Thermal_22,G18,39.45034397894741,36.45494093894741,-2.9954030399999994,90,96,233.67344,210.3061
20260322,Thermal_23,G18,39.45034397894741,36.45494093894741,-2.9954030399999994,90,96,233.67344,210.3061
20260322,Thermal_24,G18,39.45034397894741,36.45494093894741,-2.9954030399999994,90,96,233.67344,210.3061
20260323,Thermal_21,G18,93.02423724842097,91.54031718842093,-1.4839200600000453,94,96,233.67344,218.00074
20260323,Thermal_22,G18,93.02423724842097,91.54031718842093,-1.4839200600000453,94,96,233.67344,218.00074
20260323,Thermal_23,G18,93.02423724842097,91.54031718842093,-1.4839200600000453,94,96,233.67344,218.00074
20260323,Thermal_24,G18,93.02423724842097,91.54031718842093,-1.4839200600000453,94,96,233.67344,218.00074
20260324,Thermal_21,G18,149.26151358473695,148.27862534273677,-0.9828882420001719,96,96,233.67344,217.53406
20260324,Thermal_22,G18,149.26151358473695,148.27862534273677,-0.9828882420001719,96,96,233.67344,217.53406
20260324,Thermal_23,G18,149.26151358473695,148.27862534273677,-0.9828882420001719,96,96,233.67344,217.53406
20260324,Thermal_24,G18,149.26151358473695,148.27862534273677,-0.9828882420001719,96,96,233.67344,217.53406
20260325,Thermal_21,G18,29.38828364526323,27.022864309263305,-2.365419335999924,85,96,233.67344,210.3061
20260325,Thermal_22,G18,29.38828364526323,27.022864309263305,-2.365419335999924,85,96,233.67344,210.3061
20260325,Thermal_23,G18,29.38828364526323,27.022864309263305,-2.365419335999924,85,96,233.67344,210.3061
20260325,Thermal_24,G18,29.38828364526323,27.022864309263305,-2.365419335999924,85,96,233.67344,210.3061
20260326,Thermal_21,G18,16.19046865789482,13.376919597894846,-2.813549059999973,86,96,233.67344,210.3061
20260326,Thermal_22,G18,16.19046865789482,13.376919597894846,-2.813549059999973,86,96,233.67344,210.3061
20260326,Thermal_23,G18,16.19046865789482,13.376919597894846,-2.813549059999973,86,96,233.67344,210.3061
20260326,Thermal_24,G18,16.19046865789482,13.376919597894846,-2.813549059999973,86,96,233.67344,210.3061
20260327,Thermal_21,G18,47.007073660000046,44.37229230800005,-2.6347813519999974,95,96,233.67344,216.37208
20260327,Thermal_22,G18,47.007073660000046,44.37229230800005,-2.6347813519999974,95,96,233.67344,216.37208
20260327,Thermal_23,G18,47.007073660000046,44.37229230800005,-2.6347813519999974,95,96,233.67344,216.37208
20260327,Thermal_24,G18,47.007073660000046,44.37229230800005,-2.6347813519999974,95,96,233.67344,216.37208
20260328,Thermal_21,G18,34.04589811210534,30.188789164105373,-3.8571089479999685,94,95,233.67344,210.3061
20260328,Thermal_22,G18,34.04589811210534,30.188789164105373,-3.8571089479999685,94,95,233.67344,210.3061
20260328,Thermal_23,G18,34.04589811210534,30.188789164105373,-3.8571089479999685,94,95,233.67344,210.3061
