day,unit_id,plant_name,mc_rated,capacity,optimal_markup,best_revenue,base_revenue,sdr,load_mean,wind_mean,solar_mean,net_load,spike_frac,price_mean,price_std,pred_mean,pred_spike,pred_q95_mean
20260101,Thermal_3,G14,191.38,600.0,-0.05000000000000003,32.428400912624994,9.951991039999974,1.742918521566533,7513.98866390928,566.1762061403509,120.65537280701756,4827.157084961912,0.052083333333333336,276.02573,135.70694960685114,294.9245238304138,0.09375,362.58333412806195
20260101,Thermal_4,G14,191.38,600.0,-0.05000000000000003,32.428400912624994,9.951991039999974,1.742918521566533,7513.98866390928,566.1762061403509,120.65537280701756,4827.157084961912,0.052083333333333336,276.02573,135.70694960685114,294.9245238304138,0.09375,362.58333412806195
20260101,Thermal_5,G14,191.38,600.0,-0.05000000000000003,32.428400912624994,9.951991039999974,1.742918521566533,7513.98866390928,566.1762061403509,120.65537280701756,4827.157084961912,0.052083333333333336,276.02573,135.70694960685114,294.9245238304138,0.09375,362.58333412806195
20260101,Thermal_6,G14,191.38,600.0,-0.05000000000000003,32.428400912624994,9.951991039999974,1.742918521566533,7513.98866390928,566.1762061403509,120.65537280701756,4827.157084961912,0.052083333333333336,276.02573,135.70694960685114,294.9245238304138,0.09375,362.58333412806195
20260102,Thermal_3,G14,191.38,600.0,-0.060000000000000026,88.4607497274315,71.14033658000015,1.764486070811114,7371.144306657804,409.85822368421054,173.93941885964912,4787.346664113945,0.13541666666666666,327.9374745833333,208.29405079609143,328.5851273536682,0.14583333333333334,385.55656417210895
20260102,Thermal_4,G14,191.38,600.0,-0.060000000000000026,88.4607497274315,71.14033658000015,1.764486070811114,7371.144306657804,409.85822368421054,173.93941885964912,4787.346664113945,0.13541666666666666,327.9374745833333,208.29405079609143,328.5851273536682,0.14583333333333334,385.55656417210895
20260102,Thermal_5,G14,191.38,600.0,-0.060000000000000026,88.4607497274315,71.14033658000015,1.764486070811114,7371.144306657804,409.85822368421054,173.93941885964912,4787.346664113945,0.13541666666666666,327.9374745833333,208.29405079609143,328.5851273536682,0.14583333333333334,385.55656417210895
20260102,Thermal_6,G14,191.38,600.0,-0.060000000000000026,88.4607497274315,71.14033658000015,1.764486070811114,7371.144306657804,409.85822368421054,173.93941885964912,4787.346664113945,0.13541666666666666,327.9374745833333,208.29405079609143,328.5851273536682,0.14583333333333334,385.55656417210895
20260103,Thermal_3,G14,191.38,600.0,-0.09000000000000001,27.756865959041704,3.756195117894734,1.865219022657793,7212.90535610482,843.2859649122806,201.6425438596491,4167.976847332891,0.052083333333333336,273.9780883114035,136.11590314614728,282.1692382494609,0.07291666666666667,331.75565163294476
20260103,Thermal_4,G14,191.38,600.0,-0.09000000000000001,27.756865959041704,3.756195117894734,1.865219022657793,7212.90535610482,843.2859649122806,201.6425438596491,4167.976847332891,0.052083333333333336,273.9780883114035,136.11590314614728,282.1692382494609,0.07291666666666667,331.75565163294476
20260103,Thermal_5,G14,191.38,600.0,-0.09000000000000001,27.756865959041704,3.756195117894734,1.865219022657793,7212.90535610482,843.2859649122806,201.6425438596491,4167.976847332891,0.052083333333333336,273.9780883114035,136.11590314614728,282.1692382494609,0.07291666666666667,331.75565163294476
20260103,Thermal_6,G14,191.38,600.0,-0.09000000000000001,27.756865959041704,3.756195117894734,1.865219022657793,7212.90535610482,843.2859649122806,201.6425438596491,4167.976847332891,0.052083333333333336,273.9780883114035,136.11590314614728,282.1692382494609,0.07291666666666667,331.75565163294476
20260104,Thermal_3,G14,191.38,600.0,-0.05000000000000003,52.28668827476213,41.014539266315936,1.908874410958244,7058.42639629303,892.3438596491228,180.60427631578946,3985.4782603281183,0.07291666666666667,292.1058167324561,157.8097877082319,330.32551685969037,0.15625,414.2375373840332
20260104,Thermal_4,G14,191.38,600.0,-0.05000000000000003,52.28668827476213,41.014539266315936,1.908874410958244,7058.42639629303,892.3438596491228,180.60427631578946,3985.4782603281183,0.07291666666666667,292.1058167324561,157.8097877082319,330.32551685969037,0.15625,414.2375373840332
